point real,point imag,potential real,potential imag
1.419640e+00,1.191219e+00,2.308294e+00,-2.274274e+00
1.446746e+00,1.213964e+00,1.289472e+00,-2.794478e+00
1.478739e+00,1.240809e+00,1.192446e-02,-2.847667e+00
1.514122e+00,1.270499e+00,-1.177912e+00,-2.261259e+00
1.551240e+00,1.301645e+00,-1.870586e+00,-1.167491e+00
1.588358e+00,1.332791e+00,-1.859003e+00,2.955426e-02
1.623741e+00,1.362481e+00,-1.278347e+00,9.071470e-01
1.655734e+00,1.389326e+00,-4.819705e-01,1.280238e+00
1.682840e+00,1.412071e+00,2.112206e-01,1.242310e+00
1.703793e+00,1.429652e+00,6.641690e-01,1.015714e+00
1.717610e+00,1.441246e+00,8.953819e-01,7.939262e-01
1.723600e+00,1.446272e+00,9.756653e-01,6.845463e-01
1.729590e+00,1.451299e+00,1.043013e+00,5.691419e-01
1.743407e+00,1.462892e+00,1.147097e+00,2.878594e-01
1.764360e+00,1.480474e+00,1.167305e+00,-1.454254e-01
1.791466e+00,1.503219e+00,9.702591e-01,-6.332231e-01
1.823459e+00,1.530064e+00,5.131487e-01,-9.810990e-01
1.858842e+00,1.559753e+00,-6.850897e-02,-9.992702e-01
1.895960e+00,1.590899e+00,-5.123571e-01,-6.663762e-01
1.933078e+00,1.622045e+00,-6.248219e-01,-1.783420e-01
1.968461e+00,1.651735e+00,-4.301928e-01,2.041923e-01
2.000454e+00,1.678580e+00,-1.134981e-01,3.522390e-01
2.027560e+00,1.701325e+00,1.527416e-01,3.096789e-01
2.048513e+00,1.718906e+00,3.060823e-01,1.922308e-01
2.062330e+00,1.730500e+00,3.695152e-01,8.952357e-02
2.068320e+00,1.735527e+00,3.866472e-01,4.170059e-02
2.074310e+00,1.740553e+00,3.973879e-01,-6.947006e-03
2.088127e+00,1.752147e+00,3.982476e-01,-1.179436e-01
2.109080e+00,1.769728e+00,3.419835e-01,-2.662675e-01
2.136186e+00,1.792473e+00,1.960101e-01,-3.873852e-01
2.168179e+00,1.819318e+00,-7.572258e-03,-3.986260e-01
2.203562e+00,1.849008e+00,-1.659633e-01,-2.721620e-01
2.240680e+00,1.880154e+00,-1.862838e-01,-8.511019e-02
2.277798e+00,1.911300e+00,-7.926379e-02,3.885091e-02
2.313181e+00,1.940989e+00,5.539564e-02,4.340813e-02
2.345174e+00,1.967834e+00,1.322726e-01,-2.976440e-02
2.372280e+00,1.990579e+00,1.396743e-01,-1.098634e-01
2.393233e+00,2.008161e+00,1.121197e-01,-1.602547e-01
2.407050e+00,2.019755e+00,8.326852e-02,-1.817632e-01
2.413040e+00,2.024781e+00,6.926388e-02,-1.876232e-01
2.419030e+00,2.029807e+00,5.482212e-02,-1.913035e-01
2.432847e+00,2.041401e+00,2.160031e-02,-1.915901e-01
2.453800e+00,2.058982e+00,-2.188230e-02,-1.725927e-01
2.480906e+00,2.081727e+00,-5.281330e-02,-1.255828e-01
2.512899e+00,2.108572e+00,-4.542325e-02,-6.722638e-02
2.548282e+00,2.138262e+00,-6.322153e-04,-3.495376e-02
2.585400e+00,2.169408e+00,4.469597e-02,-4.897720e-02
2.622518e+00,2.200554e+00,5.487286e-02,-8.677360e-02
2.657901e+00,2.230244e+00,3.254151e-02,-1.105931e-01
2.689894e+00,2.257089e+00,5.457444e-03,-1.077899e-01
2.717000e+00,2.279834e+00,-8.290167e-03,-9.132732e-02
2.737953e+00,2.297415e+00,-9.566754e-03,-7.611438e-02
2.751770e+00,2.309009e+00,-6.294553e-03,-6.740261e-02
2.757760e+00,2.314035e+00,-4.086266e-03,-6.427563e-02
2.763750e+00,2.319062e+00,-1.518290e-03,-6.162852e-02
2.777567e+00,2.330656e+00,5.273244e-03,-5.754169e-02
2.798520e+00,2.348237e+00,1.574706e-02,-5.679713e-02
2.825626e+00,2.370982e+00,2.478857e-02,-6.335978e-02
2.857619e+00,2.397827e+00,2.480218e-02,-7.420407e-02
2.893002e+00,2.427517e+00,1.507149e-02,-7.932834e-02
2.930120e+00,2.458663e+00,5.463099e-03,-7.336613e-02
2.967238e+00,2.489809e+00,4.743327e-03,-6.318447e-02
3.002621e+00,2.519498e+00,1.032915e-02,-5.816259e-02
3.034614e+00,2.546343e+00,1.473639e-02,-5.926047e-02
3.061720e+00,2.569088e+00,1.523645e-02,-6.196023e-02
3.082673e+00,2.586670e+00,1.366043e-02,-6.338639e-02
3.096490e+00,2.598263e+00,1.210917e-02,-6.357490e-02
3.102480e+00,2.603290e+00,1.140128e-02,-6.344604e-02
3.108470e+00,2.608316e+00,1.070663e-02,-6.319333e-02
3.122287e+00,2.619910e+00,9.271078e-03,-6.218874e-02
3.143240e+00,2.637491e+00,7.894945e-03,-5.989055e-02
3.170346e+00,2.660236e+00,7.874000e-03,-5.670190e-02
3.202339e+00,2.687081e+00,9.525923e-03,-5.439405e-02
3.237722e+00,2.716771e+00,1.104234e-02,-5.416506e-02
3.274840e+00,2.747917e+00,1.060067e-02,-5.461728e-02
3.311958e+00,2.779063e+00,9.030124e-03,-5.371545e-02
3.347341e+00,2.808753e+00,8.240778e-03,-5.169557e-02
3.379334e+00,2.835598e+00,8.506604e-03,-5.002801e-02
3.406440e+00,2.858343e+00,8.961044e-03,-4.922578e-02
3.427393e+00,2.875924e+00,9.128964e-03,-4.891844e-02
3.441210e+00,2.887518e+00,9.093369e-03,-4.876725e-02
3.447200e+00,2.892544e+00,9.042704e-03,-4.869684e-02
3.453190e+00,2.897571e+00,8.973595e-03,-4.861771e-02
3.467007e+00,2.909165e+00,8.760667e-03,-4.838571e-02
3.487960e+00,2.926746e+00,8.379948e-03,-4.786964e-02
3.515066e+00,2.949491e+00,7.995874e-03,-4.695444e-02
3.547059e+00,2.976336e+00,7.877839e-03,-4.580850e-02
3.582442e+00,3.006025e+00,7.982450e-03,-4.483150e-02
3.619560e+00,3.037171e+00,7.938008e-03,-4.410884e-02
3.656678e+00,3.068317e+00,7.648984e-03,-4.334286e-02
3.692061e+00,3.098007e+00,7.387147e-03,-4.244245e-02
3.724054e+00,3.124852e+00,7.286075e-03,-4.161774e-02
3.751160e+00,3.147597e+00,7.252385e-03,-4.100351e-02
3.772113e+00,3.165178e+00,7.209444e-03,-4.058115e-02
3.785930e+00,3.176772e+00,7.162773e-03,-4.031437e-02
3.791920e+00,3.181799e+00,7.137988e-03,-4.019902e-02
3.797910e+00,3.186825e+00,7.110852e-03,-4.008301e-02
3.811727e+00,3.198419e+00,7.041767e-03,-3.981058e-02
3.832680e+00,3.216000e+00,6.932036e-03,-3.938057e-02
3.859786e+00,3.238745e+00,6.809932e-03,-3.880361e-02
3.891779e+00,3.265590e+00,6.710847e-03,-3.813635e-02
3.927162e+00,3.295280e+00,6.620026e-03,-3.745569e-02
3.964280e+00,3.326426e+00,6.497230e-03,-3.678178e-02
4.001398e+00,3.357572e+00,6.358570e-03,-3.610468e-02
4.036781e+00,3.387262e+00,6.244491e-03,-3.546079e-02
4.068774e+00,3.414107e+00,6.156035e-03,-3.490116e-02
4.095880e+00,3.436852e+00,6.079857e-03,-3.444590e-02
4.116833e+00,3.454433e+00,6.017058e-03,-3.410086e-02
4.130650e+00,3.466027e+00,5.974544e-03,-3.387477e-02
4.136640e+00,3.471053e+00,5.956107e-03,-3.377697e-02
4.142630e+00,3.476079e+00,5.937774e-03,-3.367931e-02
4.156447e+00,3.487673e+00,5.896223e-03,-3.345472e-02
4.177400e+00,3.505255e+00,5.836023e-03,-3.311708e-02
4.204506e+00,3.528000e+00,5.762919e-03,-3.268872e-02
4.236499e+00,3.554845e+00,5.679181e-03,-3.219774e-02
4.271882e+00,3.584534e+00,5.585118e-03,-3.166918e-02
4.309000e+00,3.615680e+00,5.487241e-03,-3.112566e-02
4.346118e+00,3.646826e+00,5.394176e-03,-3.059470e-02
4.381501e+00,3.676516e+00,5.308546e-03,-3.010278e-02
4.413494e+00,3.703361e+00,5.231775e-03,-2.966876e-02
4.440600e+00,3.726106e+00,5.167530e-03,-2.930774e-02
4.461553e+00,3.743687e+00,5.118885e-03,-2.903281e-02
4.475370e+00,3.755281e+00,5.087361e-03,-2.885360e-02
4.481360e+00,3.760308e+00,5.073821e-03,-2.877644e-02
4.487350e+00,3.765334e+00,5.060350e-03,-2.869961e-02
4.501167e+00,3.776928e+00,5.029508e-03,-2.852364e-02
4.522120e+00,3.794509e+00,4.983213e-03,-2.826005e-02
4.549226e+00,3.817254e+00,4.923994e-03,-2.792452e-02
4.581219e+00,3.844099e+00,4.855241e-03,-2.753591e-02
4.616602e+00,3.873789e+00,4.781065e-03,-2.711526e-02
4.653720e+00,3.904935e+00,4.705244e-03,-2.668443e-02
4.690838e+00,3.936081e+00,4.631066e-03,-2.626390e-02
4.726221e+00,3.965770e+00,4.561910e-03,-2.587210e-02
4.758214e+00,3.992615e+00,4.500784e-03,-2.552531e-02
4.785320e+00,4.015360e+00,4.449976e-03,-2.523696e-02
4.806273e+00,4.032942e+00,4.411269e-03,-2.501742e-02
4.820090e+00,4.044536e+00,4.386008e-03,-2.487421e-02
4.826080e+00,4.049562e+00,4.375121e-03,-2.481251e-02
4.832070e+00,4.054588e+00,4.364275e-03,-2.475103e-02
4.845887e+00,4.066182e+00,4.339412e-03,-2.461008e-02
4.866840e+00,4.083763e+00,4.302122e-03,-2.439862e-02
4.893946e+00,4.106508e+00,4.254606e-03,-2.412908e-02
4.925939e+00,4.133353e+00,4.199532e-03,-2.381669e-02
4.961322e+00,4.163043e+00,4.139840e-03,-2.347820e-02
4.998440e+00,4.194189e+00,4.078578e-03,-2.313079e-02
5.035558e+00,4.225335e+00,4.018676e-03,-2.279104e-02
5.070941e+00,4.255025e+00,3.962791e-03,-2.247410e-02
5.102934e+00,4.281870e+00,3.913255e-03,-2.219318e-02
5.130040e+00,4.304615e+00,3.872010e-03,-2.195927e-02
5.150993e+00,4.322196e+00,3.840575e-03,-2.178098e-02
5.164810e+00,4.333790e+00,3.820055e-03,-2.166460e-02
5.170800e+00,4.338816e+00,3.811209e-03,-2.161444e-02
5.176790e+00,4.343843e+00,3.802394e-03,-2.156444e-02
5.190607e+00,4.355437e+00,3.782177e-03,-2.144979e-02
5.211560e+00,4.373018e+00,3.751826e-03,-2.127766e-02
5.238666e+00,4.395763e+00,3.713100e-03,-2.105804e-02
5.270659e+00,4.422608e+00,3.668161e-03,-2.080317e-02
5.306042e+00,4.452298e+00,3.619403e-03,-2.052665e-02
5.343160e+00,4.483444e+00,3.569290e-03,-2.024245e-02
5.380278e+00,4.514590e+00,3.520211e-03,-1.996411e-02
5.415661e+00,4.544279e+00,3.474363e-03,-1.970409e-02
5.447654e+00,4.571124e+00,3.433675e-03,-1.947334e-02
5.474760e+00,4.593869e+00,3.399758e-03,-1.928098e-02
5.495713e+00,4.611451e+00,3.373884e-03,-1.913425e-02
5.509530e+00,4.623044e+00,3.356983e-03,-1.903839e-02
5.515520e+00,4.628071e+00,3.349695e-03,-1.899706e-02
5.521510e+00,4.633097e+00,3.342431e-03,-1.895587e-02
5.535327e+00,4.644691e+00,3.325765e-03,-1.886135e-02
5.556280e+00,4.662272e+00,3.300730e-03,-1.871937e-02
5.583386e+00,4.685017e+00,3.268758e-03,-1.853805e-02
5.615379e+00,4.711862e+00,3.231618e-03,-1.832742e-02
5.650762e+00,4.741552e+00,3.191275e-03,-1.809862e-02
5.687880e+00,4.772698e+00,3.149759e-03,-1.786317e-02
5.724998e+00,4.803844e+00,3.109048e-03,-1.763229e-02
5.760381e+00,4.833534e+00,3.070971e-03,-1.741634e-02
5.792374e+00,4.860379e+00,3.037141e-03,-1.722448e-02
5.819480e+00,4.883124e+00,3.008914e-03,-1.706440e-02
5.840433e+00,4.900705e+00,2.987364e-03,-1.694218e-02
5.854250e+00,4.912299e+00,2.973279e-03,-1.686230e-02
5.860240e+00,4.917325e+00,2.967204e-03,-1.682785e-02
5.866230e+00,4.922352e+00,2.961147e-03,-1.679350e-02
5.880047e+00,4.933945e+00,2.947247e-03,-1.671467e-02
5.901000e+00,4.951527e+00,2.926355e-03,-1.659618e-02
5.928106e+00,4.974272e+00,2.899654e-03,-1.644476e-02
5.960099e+00,5.001117e+00,2.868608e-03,-1.626869e-02
5.995482e+00,5.030806e+00,2.834850e-03,-1.607723e-02
6.032600e+00,5.061952e+00,2.800071e-03,-1.587999e-02
6.069718e+00,5.093098e+00,2.765929e-03,-1.568636e-02
6.105101e+00,5.122788e+00,2.733962e-03,-1.550507e-02
6.137094e+00,5.149633e+00,2.705532e-03,-1.534383e-02
6.164200e+00,5.172378e+00,2.681790e-03,-1.520918e-02
6.185153e+00,5.189959e+00,2.663651e-03,-1.510631e-02
6.198970e+00,5.201553e+00,2.651790e-03,-1.503905e-02
6.204960e+00,5.206580e+00,2.646672e-03,-1.501003e-02
6.210950e+00,5.211606e+00,2.641570e-03,-1.498109e-02
6.224767e+00,5.223200e+00,2.629856e-03,-1.491465e-02
6.245720e+00,5.240781e+00,2.612241e-03,-1.481475e-02
6.272826e+00,5.263526e+00,2.589713e-03,-1.468699e-02
6.304819e+00,5.290371e+00,2.563498e-03,-1.453832e-02
6.340202e+00,5.320061e+00,2.534965e-03,-1.437650e-02
6.377320e+00,5.351207e+00,2.505542e-03,-1.420964e-02
6.414438e+00,5.382353e+00,2.476629e-03,-1.404566e-02
6.449821e+00,5.412043e+00,2.449530e-03,-1.389198e-02
6.481814e+00,5.438888e+00,2.425409e-03,-1.375518e-02
6.508920e+00,5.461633e+00,2.405250e-03,-1.364085e-02
6.529873e+00,5.479214e+00,2.389839e-03,-1.355345e-02
6.543690e+00,5.490808e+00,2.379758e-03,-1.349628e-02
6.549680e+00,5.495834e+00,2.375407e-03,-1.347160e-02
6.555670e+00,5.500860e+00,2.371068e-03,-1.344699e-02
6.569487e+00,5.512454e+00,2.361105e-03,-1.339049e-02
6.590440e+00,5.530036e+00,2.346115e-03,-1.330548e-02
6.617546e+00,5.552781e+00,2.326935e-03,-1.319670e-02
6.649539e+00,5.579626e+00,2.304598e-03,-1.307002e-02
6.684922e+00,5.609315e+00,2.280266e-03,-1.293203e-02
6.722040e+00,5.640461e+00,2.255153e-03,-1.278961e-02
6.759158e+00,5.671607e+00,2.230452e-03,-1.264952e-02
6.794541e+00,5.701297e+00,2.207282e-03,-1.251812e-02
6.826534e+00,5.728142e+00,2.186642e-03,-1.240106e-02
6.853640e+00,5.750887e+00,2.169380e-03,-1.230316e-02
6.874593e+00,5.768468e+00,2.156176e-03,-1.222828e-02
6.888410e+00,5.780062e+00,2.147535e-03,-1.217928e-02
6.894400e+00,5.785088e+00,2.143805e-03,-1.215812e-02
6.902387e+00,5.791790e+00,2.138846e-03,-1.213000e-02
6.920810e+00,5.807249e+00,2.127474e-03,-1.206551e-02
6.948746e+00,5.830690e+00,2.110402e-03,-1.196869e-02
6.984888e+00,5.861017e+00,2.088619e-03,-1.184515e-02
7.027545e+00,5.896810e+00,2.063340e-03,-1.170178e-02
7.074722e+00,5.936397e+00,2.035914e-03,-1.154624e-02
7.124213e+00,5.977925e+00,2.007725e-03,-1.138638e-02
7.173705e+00,6.019453e+00,1.980119e-03,-1.122981e-02
7.220882e+00,6.059039e+00,1.954329e-03,-1.108355e-02
7.263538e+00,6.094832e+00,1.931442e-03,-1.095375e-02
7.299680e+00,6.125159e+00,1.912364e-03,-1.084555e-02
7.327617e+00,6.148601e+00,1.897810e-03,-1.076301e-02
7.346040e+00,6.164059e+00,1.888303e-03,-1.070910e-02
7.354027e+00,6.170761e+00,1.884203e-03,-1.068585e-02
7.372409e+00,6.186186e+00,1.874819e-03,-1.063263e-02
7.414811e+00,6.221765e+00,1.853438e-03,-1.051137e-02
7.479109e+00,6.275718e+00,1.821706e-03,-1.033141e-02
7.562293e+00,6.345518e+00,1.781850e-03,-1.010537e-02
7.660472e+00,6.427899e+00,1.736469e-03,-9.848007e-03
7.769054e+00,6.519010e+00,1.688270e-03,-9.574655e-03
7.882962e+00,6.614591e+00,1.639832e-03,-9.299948e-03
7.996870e+00,6.710171e+00,1.593449e-03,-9.036896e-03
8.105452e+00,6.801282e+00,1.551042e-03,-8.796398e-03
8.203631e+00,6.883664e+00,1.514140e-03,-8.587113e-03
8.286815e+00,6.953463e+00,1.483894e-03,-8.415582e-03
8.351113e+00,7.007416e+00,1.461132e-03,-8.286490e-03
8.393515e+00,7.042995e+00,1.446407e-03,-8.202980e-03
8.411898e+00,7.058420e+00,1.440092e-03,-8.167167e-03
8.440676e+00,7.082568e+00,1.430289e-03,-8.111570e-03
8.507056e+00,7.138268e+00,1.408055e-03,-7.985476e-03
8.607717e+00,7.222732e+00,1.375315e-03,-7.799800e-03
8.737943e+00,7.332004e+00,1.334627e-03,-7.569044e-03
8.891643e+00,7.460974e+00,1.288885e-03,-7.309630e-03
9.061630e+00,7.603610e+00,1.240982e-03,-7.037960e-03
9.239955e+00,7.753243e+00,1.193544e-03,-6.768924e-03
9.418281e+00,7.902876e+00,1.148775e-03,-6.515026e-03
9.588268e+00,8.045512e+00,1.108403e-03,-6.286068e-03
9.741968e+00,8.174481e+00,1.073705e-03,-6.089281e-03
9.872193e+00,8.283754e+00,1.045565e-03,-5.929691e-03
9.972854e+00,8.368218e+00,1.024564e-03,-5.810593e-03
1.003923e+01,8.423918e+00,1.011060e-03,-5.734007e-03
1.006801e+01,8.448066e+00,1.005288e-03,-5.701274e-03
1.010719e+01,8.480937e+00,9.975107e-04,-5.657165e-03
1.019755e+01,8.556757e+00,9.799114e-04,-5.557354e-03
1.033457e+01,8.671733e+00,9.540991e-04,-5.410965e-03
1.051184e+01,8.820478e+00,9.221913e-04,-5.230007e-03
1.072106e+01,8.996036e+00,8.865493e-04,-5.027871e-03
1.095245e+01,9.190197e+00,8.494848e-04,-4.817668e-03
1.119519e+01,9.393882e+00,8.130459e-04,-4.611012e-03
1.143793e+01,9.597567e+00,7.789022e-04,-4.417374e-03
1.166933e+01,9.791728e+00,7.483186e-04,-4.243926e-03
1.187855e+01,9.967286e+00,7.221899e-04,-4.095742e-03
1.205582e+01,1.011603e+01,7.011080e-04,-3.976181e-03
1.219284e+01,1.023101e+01,6.854385e-04,-3.887315e-03
1.228320e+01,1.030683e+01,6.753910e-04,-3.830333e-03
1.232237e+01,1.033970e+01,6.711035e-04,-3.806017e-03
1.237194e+01,1.038129e+01,6.657366e-04,-3.775580e-03
1.248628e+01,1.047723e+01,6.536000e-04,-3.706750e-03
1.265966e+01,1.062272e+01,6.358194e-04,-3.605911e-03
1.288397e+01,1.081094e+01,6.138730e-04,-3.481447e-03
1.314872e+01,1.103308e+01,5.894017e-04,-3.342663e-03
1.344151e+01,1.127877e+01,5.640035e-04,-3.198623e-03
1.374867e+01,1.153651e+01,5.390841e-04,-3.057298e-03
1.405583e+01,1.179424e+01,5.157805e-04,-2.925137e-03
1.434863e+01,1.203993e+01,4.949454e-04,-2.806975e-03
1.461337e+01,1.226208e+01,4.771744e-04,-2.706191e-03
1.483768e+01,1.245029e+01,4.628561e-04,-2.624987e-03
1.501107e+01,1.259578e+01,4.522254e-04,-2.564698e-03
1.512541e+01,1.269172e+01,4.454142e-04,-2.526070e-03
1.517498e+01,1.273332e+01,4.425091e-04,-2.509594e-03
1.523494e+01,1.278363e+01,4.390324e-04,-2.489877e-03
1.537326e+01,1.289969e+01,4.311678e-04,-2.445274e-03
1.558300e+01,1.307569e+01,4.196389e-04,-2.379891e-03
1.585436e+01,1.330338e+01,4.053974e-04,-2.299123e-03
1.617462e+01,1.357212e+01,3.895022e-04,-2.208977e-03
1.652882e+01,1.386933e+01,3.729875e-04,-2.115317e-03
1.690040e+01,1.418112e+01,3.567666e-04,-2.023324e-03
1.727198e+01,1.449291e+01,3.415813e-04,-1.937204e-03
1.762618e+01,1.479012e+01,3.279909e-04,-1.860129e-03
1.794644e+01,1.505885e+01,3.163890e-04,-1.794331e-03
1.821779e+01,1.528654e+01,3.070341e-04,-1.741277e-03
1.842754e+01,1.546254e+01,3.000844e-04,-1.701863e-03
1.856586e+01,1.557860e+01,2.956297e-04,-1.676600e-03
1.862582e+01,1.562892e+01,2.937293e-04,-1.665821e-03
1.869618e+01,1.568796e+01,2.915226e-04,-1.653307e-03
1.885848e+01,1.582414e+01,2.865265e-04,-1.624972e-03
1.910459e+01,1.603065e+01,2.791919e-04,-1.583376e-03
1.942298e+01,1.629782e+01,2.701135e-04,-1.531890e-03
1.979877e+01,1.661314e+01,2.599572e-04,-1.474290e-03
2.021438e+01,1.696188e+01,2.493776e-04,-1.414291e-03
2.065037e+01,1.732772e+01,2.389585e-04,-1.355201e-03
2.108636e+01,1.769356e+01,2.291790e-04,-1.299739e-03
2.150197e+01,1.804230e+01,2.204051e-04,-1.249979e-03
2.187776e+01,1.835762e+01,2.128985e-04,-1.207407e-03
2.219615e+01,1.862478e+01,2.068344e-04,-1.173016e-03
2.244226e+01,1.883129e+01,2.023229e-04,-1.147430e-03
2.260455e+01,1.896747e+01,1.994281e-04,-1.131013e-03
2.267492e+01,1.902651e+01,1.981923e-04,-1.124004e-03
2.275567e+01,1.909428e+01,1.967881e-04,-1.116041e-03
2.294195e+01,1.925058e+01,1.936055e-04,-1.097991e-03
2.322442e+01,1.948760e+01,1.889246e-04,-1.071445e-03
2.358985e+01,1.979424e+01,1.831166e-04,-1.038506e-03
2.402116e+01,2.015615e+01,1.765998e-04,-1.001547e-03
2.449817e+01,2.055641e+01,1.697895e-04,-9.629240e-04
2.499858e+01,2.097630e+01,1.630600e-04,-9.247590e-04
2.549899e+01,2.139620e+01,1.567227e-04,-8.888189e-04
2.597601e+01,2.179646e+01,1.510196e-04,-8.564748e-04
2.640731e+01,2.215837e+01,1.461267e-04,-8.287259e-04
2.677275e+01,2.246500e+01,1.421648e-04,-8.062569e-04
2.705522e+01,2.270203e+01,1.392118e-04,-7.895093e-04
2.724149e+01,2.285833e+01,1.373145e-04,-7.787490e-04
2.732225e+01,2.292609e+01,1.365039e-04,-7.741523e-04
2.741340e+01,2.300258e+01,1.355977e-04,-7.690126e-04
2.762366e+01,2.317900e+01,1.335414e-04,-7.573507e-04
2.794249e+01,2.344653e+01,1.305113e-04,-7.401661e-04
2.835497e+01,2.379264e+01,1.267418e-04,-7.187885e-04
2.884180e+01,2.420114e+01,1.224993e-04,-6.947279e-04
2.938021e+01,2.465293e+01,1.180506e-04,-6.694983e-04
2.994504e+01,2.512687e+01,1.136392e-04,-6.444801e-04
3.050987e+01,2.560082e+01,1.094706e-04,-6.208385e-04
3.104829e+01,2.605261e+01,1.057068e-04,-5.994930e-04
3.153512e+01,2.646111e+01,1.024682e-04,-5.811263e-04
3.194759e+01,2.680721e+01,9.983937e-05,-5.662172e-04
3.226643e+01,2.707475e+01,9.787605e-05,-5.550826e-04
3.247668e+01,2.725117e+01,9.661286e-05,-5.479187e-04
3.256783e+01,2.732766e+01,9.607280e-05,-5.448559e-04
3.266938e+01,2.741287e+01,9.547647e-05,-5.414740e-04
3.290361e+01,2.760941e+01,9.412197e-05,-5.337922e-04
3.325881e+01,2.790745e+01,9.212231e-05,-5.224516e-04
3.371833e+01,2.829303e+01,8.962851e-05,-5.083085e-04
3.426068e+01,2.874812e+01,8.681330e-05,-4.923427e-04
3.486050e+01,2.925143e+01,8.385152e-05,-4.755456e-04
3.548974e+01,2.977943e+01,8.090445e-05,-4.588319e-04
3.611899e+01,3.030743e+01,7.811006e-05,-4.429842e-04
3.671881e+01,3.081074e+01,7.557896e-05,-4.286296e-04
3.726116e+01,3.126583e+01,7.339481e-05,-4.162426e-04
3.772068e+01,3.165141e+01,7.161749e-05,-4.061630e-04
3.807588e+01,3.194945e+01,7.028754e-05,-3.986204e-04
3.831011e+01,3.214600e+01,6.943068e-05,-3.937609e-04
3.841166e+01,3.223121e+01,6.906406e-05,-3.916817e-04
3.852360e+01,3.232514e+01,6.866326e-05,-3.894087e-04
3.878181e+01,3.254180e+01,6.775198e-05,-3.842406e-04
3.917337e+01,3.287036e+01,6.640432e-05,-3.765976e-04
