real,imag
1.591116e+03,-2.755668e+03
1.588860e+03,-2.751957e+03
1.587390e+03,-2.749441e+03
1.586359e+03,-2.748002e+03
1.583706e+03,-2.743910e+03
1.581068e+03,-2.739739e+03
1.578574e+03,-2.735468e+03
1.576214e+03,-2.731124e+03
1.573965e+03,-2.726876e+03
1.571878e+03,-2.722923e+03
1.570018e+03,-2.719421e+03
1.568425e+03,-2.716476e+03
1.567107e+03,-2.714146e+03
1.566084e+03,-2.712435e+03
1.565413e+03,-2.711350e+03
1.230582e+03,-2.131430e+03
1.143149e+03,-1.979998e+03
1.142127e+03,-1.978276e+03
1.140359e+03,-1.975382e+03
1.137856e+03,-1.971419e+03
1.134680e+03,-1.966535e+03
1.131003e+03,-1.960879e+03
1.127073e+03,-1.954419e+03
1.122919e+03,-1.946988e+03
1.118401e+03,-1.938651e+03
1.113503e+03,-1.929671e+03
1.108317e+03,-1.920325e+03
1.102965e+03,-1.910861e+03
1.097576e+03,-1.901494e+03
1.092296e+03,-1.892412e+03
1.087288e+03,-1.883818e+03
1.082740e+03,-1.875967e+03
1.078862e+03,-1.869178e+03
1.075881e+03,-1.863830e+03
1.074000e+03,-1.860337e+03
1.060322e+03,-1.851556e+03
9.228437e+02,-1.598394e+03
9.212773e+02,-1.595632e+03
9.185196e+02,-1.590796e+03
9.145999e+02,-1.583974e+03
9.096328e+02,-1.575405e+03
9.037696e+02,-1.565377e+03
8.971732e+02,-1.554174e+03
8.900057e+02,-1.542043e+03
8.824171e+02,-1.529176e+03
8.745291e+02,-1.515701e+03
8.664215e+02,-1.501715e+03
8.581402e+02,-1.487317e+03
8.497241e+02,-1.472629e+03
8.412261e+02,-1.457789e+03
8.327189e+02,-1.442942e+03
8.242971e+02,-1.428250e+03
8.160980e+02,-1.413944e+03
8.083713e+02,-1.400451e+03
8.017037e+02,-1.388772e+03
7.983356e+02,-1.382791e+03
7.960377e+02,-1.378826e+03
7.608976e+02,-1.318834e+03
7.564939e+02,-1.311625e+03
7.499352e+02,-1.300315e+03
7.422835e+02,-1.287045e+03
7.341074e+02,-1.272831e+03
7.256668e+02,-1.258125e+03
7.252420e+02,-1.256156e+03
7.170835e+02,-1.243150e+03
7.084174e+02,-1.228025e+03
6.997013e+02,-1.212831e+03
6.909584e+02,-1.197622e+03
6.822092e+02,-1.182439e+03
6.734734e+02,-1.167310e+03
6.647677e+02,-1.152248e+03
6.561035e+02,-1.137260e+03
6.474865e+02,-1.122349e+03
6.389189e+02,-1.107520e+03
6.304033e+02,-1.092781e+03
6.219449e+02,-1.078143e+03
6.135528e+02,-1.063630e+03
6.052603e+02,-1.049324e+03
5.981104e+02,-1.036991e+03
5.885222e+02,-1.020041e+03
5.804225e+02,-1.006081e+03
5.723535e+02,-9.921230e+02
5.643497e+02,-9.782678e+02
5.564257e+02,-9.645487e+02
5.485984e+02,-9.509960e+02
5.408948e+02,-9.376546e+02
5.333639e+02,-9.246048e+02
5.260968e+02,-9.119966e+02
5.192259e+02,-9.000569e+02
5.127523e+02,-8.888194e+02
5.062991e+02,-8.776682e+02
4.995362e+02,-8.659953e+02
4.925109e+02,-8.538529e+02
4.853612e+02,-8.414824e+02
4.781744e+02,-8.290411e+02
4.709963e+02,-8.166114e+02
4.638516e+02,-8.042373e+02
4.567546e+02,-7.919443e+02
4.497152e+02,-7.797493e+02
4.427480e+02,-7.676725e+02
4.357797e+02,-7.556198e+02
4.289576e+02,-7.437988e+02
4.221894e+02,-7.320724e+02
4.168178e+02,-7.219497e+02
4.154934e+02,-7.204714e+02
4.088750e+02,-7.090028e+02
4.081280e+02,-7.069006e+02
4.023245e+02,-6.976557e+02
3.958521e+02,-6.864420e+02
3.894504e+02,-6.753512e+02
3.831154e+02,-6.643765e+02
3.768422e+02,-6.535095e+02
3.706256e+02,-6.427412e+02
3.644608e+02,-6.320634e+02
3.583445e+02,-6.214700e+02
3.522745e+02,-6.109571e+02
3.462501e+02,-6.005232e+02
3.402716e+02,-5.901686e+02
3.343400e+02,-5.798952e+02
3.284566e+02,-5.697051e+02
3.226230e+02,-5.596010e+02
3.168406e+02,-5.495854e+02
3.111106e+02,-5.396603e+02
3.054340e+02,-5.298280e+02
2.998112e+02,-5.200880e+02
2.942430e+02,-5.104431e+02
2.887296e+02,-5.008929e+02
2.832710e+02,-4.914376e+02
2.778672e+02,-4.820772e+02
2.725179e+02,-4.728113e+02
2.709711e+02,-4.693356e+02
2.672231e+02,-4.636397e+02
2.619824e+02,-4.545619e+02
2.567958e+02,-4.455778e+02
2.516631e+02,-4.366870e+02
2.465842e+02,-4.278893e+02
2.415590e+02,-4.191847e+02
2.365875e+02,-4.105732e+02
2.316698e+02,-4.020546e+02
2.268058e+02,-3.936292e+02
2.219957e+02,-3.852970e+02
2.172394e+02,-3.770581e+02
2.125372e+02,-3.689126e+02
2.078890e+02,-3.608609e+02
2.032952e+02,-3.529031e+02
1.987562e+02,-3.450400e+02
1.942749e+02,-3.372759e+02
1.908402e+02,-3.305947e+02
1.903800e+02,-3.297478e+02
1.898105e+02,-3.294985e+02
1.860786e+02,-3.222978e+02
1.854497e+02,-3.219885e+02
1.811285e+02,-3.145037e+02
1.768601e+02,-3.071095e+02
1.726455e+02,-2.998084e+02
1.684852e+02,-2.926012e+02
1.643793e+02,-2.854882e+02
1.603280e+02,-2.784697e+02
1.563315e+02,-2.715460e+02
1.523899e+02,-2.647172e+02
1.485034e+02,-2.579839e+02
1.446723e+02,-2.513463e+02
1.411282e+02,-2.444412e+02
1.408969e+02,-2.448052e+02
1.371779e+02,-2.383614e+02
1.335160e+02,-2.320163e+02
1.299129e+02,-2.257724e+02
1.263720e+02,-2.196350e+02
1.229037e+02,-2.136197e+02
1.195648e+02,-2.078025e+02
1.171674e+02,-2.032431e+02
1.156451e+02,-2.008518e+02
1.125576e+02,-1.956787e+02
1.093397e+02,-1.901156e+02
1.088171e+02,-1.884768e+02
1.068628e+02,-1.850919e+02
1.061559e+02,-1.845999e+02
1.030280e+02,-1.791778e+02
9.996533e+01,-1.738666e+02
9.697719e+01,-1.686817e+02
9.407771e+01,-1.636457e+02
9.129180e+01,-1.587982e+02
8.866051e+01,-1.542060e+02
8.659632e+01,-1.500688e+02
8.647108e+01,-1.497723e+02
8.621656e+01,-1.498598e+02
8.386146e+01,-1.458526e+02
8.148144e+01,-1.417570e+02
7.903125e+01,-1.375357e+02
7.656007e+01,-1.332646e+02
7.411061e+01,-1.290221e+02
7.245332e+01,-1.254928e+02
7.170701e+01,-1.248539e+02
7.037177e+01,-1.218875e+02
6.944410e+01,-1.202807e+02
6.936092e+01,-1.207829e+02
6.707512e+01,-1.168161e+02
6.484548e+01,-1.129480e+02
6.266405e+01,-1.091655e+02
6.052372e+01,-1.054557e+02
5.842150e+01,-1.018122e+02
5.838809e+01,-1.011311e+02
5.635934e+01,-9.823674e+01
5.434691e+01,-9.474234e+01
5.258502e+01,-9.148494e+01
5.220833e+01,-9.066331e+01
5.037171e+01,-8.784499e+01
4.964201e+01,-8.598275e+01
4.922673e+01,-8.526319e+01
4.877971e+01,-8.448894e+01
4.849033e+01,-8.458754e+01
4.664920e+01,-8.139345e+01
4.485507e+01,-7.827868e+01
4.311357e+01,-7.525250e+01
4.206558e+01,-7.285972e+01
4.143601e+01,-7.233141e+01
3.985426e+01,-6.955956e+01
3.847005e+01,-6.707972e+01
3.735242e+01,-6.508333e+01
3.636166e+01,-6.298025e+01
3.615540e+01,-6.262298e+01
3.611854e+01,-6.303060e+01
3.583443e+01,-6.206706e+01
3.472654e+01,-6.065869e+01
3.332469e+01,-5.823145e+01
3.223712e+01,-5.583648e+01
3.196788e+01,-5.586778e+01
3.068255e+01,-5.361778e+01
2.994477e+01,-5.191843e+01
2.942541e+01,-5.138966e+01
2.825125e+01,-4.938492e+01
2.787519e+01,-4.828125e+01
2.709324e+01,-4.738031e+01
2.594939e+01,-4.539830e+01
2.483120e+01,-4.345528e+01
2.375271e+01,-4.157499e+01
2.273192e+01,-3.978462e+01
2.263257e+01,-3.920076e+01
2.214952e+01,-3.836410e+01
2.183635e+01,-3.816478e+01
2.122916e+01,-3.700491e+01
2.050463e+01,-3.586180e+01
1.962619e+01,-3.437090e+01
1.938538e+01,-3.358650e+01
1.873786e+01,-3.282780e+01
1.870598e+01,-3.239971e+01
1.802488e+01,-3.122000e+01
1.790595e+01,-3.137043e+01
1.713624e+01,-3.001181e+01
1.677003e+01,-2.904655e+01
1.642232e+01,-2.875746e+01
1.572634e+01,-2.755145e+01
1.503216e+01,-2.634928e+01
1.495489e+01,-2.590264e+01
1.436836e+01,-2.518061e+01
1.387588e+01,-2.420783e+01
1.360413e+01,-2.369168e+01
1.350669e+01,-2.347205e+01
1.295608e+01,-2.271169e+01
1.292680e+01,-2.238987e+01
1.260807e+01,-2.183782e+01
1.236928e+01,-2.169860e+01
1.180502e+01,-2.071072e+01
1.128227e+01,-1.978498e+01
1.081527e+01,-1.895181e+01
1.077372e+01,-1.866063e+01
1.037745e+01,-1.818779e+01
1.027015e+01,-1.778842e+01
1.007873e+01,-1.746707e+01
9.942524e+00,-1.742208e+01
9.785026e+00,-1.694816e+01
9.627901e+00,-1.678768e+01
9.392848e+00,-1.642578e+01
9.312708e+00,-1.613008e+01
8.981938e+00,-1.576216e+01
8.822069e+00,-1.528027e+01
8.577134e+00,-1.505297e+01
8.356811e+00,-1.447442e+01
8.197651e+00,-1.438165e+01
7.850457e+00,-1.376122e+01
7.762911e+00,-1.344614e+01
7.547219e+00,-1.321231e+01
7.275178e+00,-1.272736e+01
7.089050e+00,-1.234509e+01
6.932962e+00,-1.200824e+01
6.895629e+00,-1.205942e+01
6.601986e+00,-1.157061e+01
6.312758e+00,-1.106104e+01
6.164359e+00,-1.067705e+01
6.045511e+00,-1.058467e+01
5.844657e+00,-1.012324e+01
5.807056e+00,-1.015622e+01
5.631719e+00,-9.754423e+00
5.610170e+00,-9.793226e+00
5.477539e+00,-9.535644e+00
5.342185e+00,-9.319770e+00
5.144645e+00,-8.997866e+00
5.069417e+00,-8.780488e+00
5.014231e+00,-8.684929e+00
4.994090e+00,-8.650018e+00
4.929188e+00,-8.627522e+00
4.722848e+00,-8.264744e+00
4.539940e+00,-7.937308e+00
4.404552e+00,-7.676361e+00
4.326509e+00,-7.532271e+00
4.316655e+00,-7.476666e+00
4.199739e+00,-7.334210e+00
4.158890e+00,-7.203431e+00
4.053479e+00,-7.089015e+00
4.002685e+00,-6.932854e+00
3.895366e+00,-6.820876e+00
3.738354e+00,-6.547907e+00
3.602566e+00,-6.299486e+00
3.546379e+00,-6.162195e+00
3.505393e+00,-6.071637e+00
3.458267e+00,-6.042043e+00
3.350218e+00,-5.857542e+00
3.239025e+00,-5.610157e+00
3.237265e+00,-5.666183e+00
3.118479e+00,-5.463773e+00
3.001354e+00,-5.259049e+00
2.994966e+00,-5.187443e+00
2.941920e+00,-5.107996e+00
2.885030e+00,-5.045575e+00
2.795806e+00,-4.888459e+00
2.712491e+00,-4.744766e+00
2.623403e+00,-4.593537e+00
2.592120e+00,-4.489684e+00
2.573151e+00,-4.456829e+00
2.532549e+00,-4.436754e+00
2.474840e+00,-4.298279e+00
2.439952e+00,-4.266393e+00
2.358443e+00,-4.127444e+00
2.293965e+00,-4.008329e+00
2.227194e+00,-3.896471e+00
2.156073e+00,-3.774095e+00
2.111705e+00,-3.665751e+00
2.083272e+00,-3.641615e+00
2.036340e+00,-3.527072e+00
2.014251e+00,-3.525815e+00
1.956828e+00,-3.418994e+00
1.908218e+00,-3.332989e+00
1.852092e+00,-3.239327e+00
1.823039e+00,-3.161557e+00
1.792777e+00,-3.133806e+00
1.737384e+00,-3.039001e+00
1.686723e+00,-2.947468e+00
1.647261e+00,-2.873333e+00
1.610515e+00,-2.805180e+00
1.605817e+00,-2.790562e+00
1.556085e+00,-2.720038e+00
1.510673e+00,-2.639837e+00
1.468530e+00,-2.564658e+00
1.434185e+00,-2.500198e+00
1.402058e+00,-2.445956e+00
1.363385e+00,-2.380947e+00
1.326869e+00,-2.315348e+00
1.298114e+00,-2.261352e+00
1.271422e+00,-2.215851e+00
1.238854e+00,-2.161907e+00
1.203632e+00,-2.101291e+00
1.169436e+00,-2.040982e+00
1.137376e+00,-1.984295e+00
1.106296e+00,-1.929968e+00
1.075377e+00,-1.876046e+00
1.045318e+00,-1.823231e+00
1.016261e+00,-1.772333e+00
9.872709e-01,-1.721903e+00
9.581907e-01,-1.671247e+00
9.293135e-01,-1.620815e+00
9.009065e-01,-1.571092e+00
8.731262e-01,-1.522430e+00
8.458787e-01,-1.474746e+00
8.190668e-01,-1.427832e+00
7.927032e-01,-1.381684e+00
7.667896e-01,-1.336319e+00
7.412961e-01,-1.291689e+00
7.162185e-01,-1.247773e+00
6.915778e-01,-1.204605e+00
6.673860e-01,-1.162212e+00
6.436448e-01,-1.120598e+00
6.203498e-01,-1.079756e+00
5.974969e-01,-1.039679e+00
5.750858e-01,-1.000365e+00
5.531168e-01,-9.618141e-01
5.315895e-01,-9.240266e-01
5.105038e-01,-8.870018e-01
4.898599e-01,-8.507399e-01
4.696577e-01,-8.152406e-01
4.498965e-01,-7.805032e-01
4.305759e-01,-7.465266e-01
4.116950e-01,-7.133100e-01
3.932530e-01,-6.808522e-01
3.752488e-01,-6.491523e-01
3.576810e-01,-6.182090e-01
3.405476e-01,-5.880211e-01
3.345028e-01,-1.890438e-01
3.238463e-01,-5.585873e-01
3.075740e-01,-5.299066e-01
2.917267e-01,-5.019781e-01
2.762996e-01,-4.748018e-01
2.622463e-01,-4.542238e-01
2.612867e-01,-4.483784e-01
2.466813e-01,-4.227109e-01
2.324762e-01,-3.978046e-01
2.186647e-01,-3.736681e-01
2.052428e-01,-3.503135e-01
1.922110e-01,-3.277555e-01
1.795758e-01,-3.060090e-01
1.673495e-01,-2.850861e-01
1.555484e-01,-2.649927e-01
1.441894e-01,-2.457284e-01
1.332865e-01,-2.272868e-01
1.228497e-01,-2.096586e-01
1.128847e-01,-1.928332e-01
1.033936e-01,-1.768004e-01
9.437613e-02,-1.615515e-01
8.583029e-02,-1.470792e-01
8.487320e-02,-1.470047e-01
7.775324e-02,-1.333778e-01
7.014201e-02,-1.204435e-01
6.772970e-02,-1.173109e-01
6.299174e-02,-1.082697e-01
5.630129e-02,-9.685841e-02
5.006666e-02,-8.620604e-02
4.428544e-02,-7.631211e-02
4.228135e-02,-7.323344e-02
3.895603e-02,-6.717747e-02
3.408075e-02,-5.881013e-02
3.198614e-02,-5.540029e-02
2.964092e-02,-5.117949e-02
2.567761e-02,-4.436063e-02
2.537954e-02,-4.395865e-02
2.222162e-02,-3.841215e-02
2.180503e-02,-3.776742e-02
2.018379e-02,-3.494515e-02
1.889202e-02,-3.267584e-02
1.694027e-02,-2.934141e-02
1.657141e-02,-2.867022e-02
1.482950e-02,-2.566520e-02
1.329142e-02,-2.300364e-02
1.211573e-02,-2.098505e-02
1.174422e-02,-2.032778e-02
1.084601e-02,-1.878584e-02
1.033739e-02,-1.789473e-02
1.017423e-02,-1.762211e-02
9.097471e-03,-1.575728e-02
9.046439e-03,-1.566117e-02
7.874366e-03,-1.363315e-02
7.083124e-03,-1.226833e-02
6.826219e-03,-1.181935e-02
6.506073e-03,-1.126885e-02
6.215779e-03,-1.076582e-02
5.873519e-03,-1.017055e-02
5.671596e-03,-9.823492e-03
5.102017e-03,-8.835156e-03
5.044668e-03,-8.737614e-03
4.644027e-03,-8.043691e-03
4.581091e-03,-7.933900e-03
4.341196e-03,-7.519172e-03
4.217718e-03,-7.304410e-03
3.872667e-03,-6.707656e-03
3.752075e-03,-6.498058e-03
3.352931e-03,-5.806925e-03
3.278838e-03,-5.679114e-03
3.104228e-03,-5.376680e-03
3.058173e-03,-5.296870e-03
3.020768e-03,-5.232119e-03
2.979831e-03,-5.160842e-03
2.811922e-03,-4.870391e-03
2.650180e-03,-4.589939e-03
2.362815e-03,-4.092307e-03
2.330618e-03,-4.036749e-03
2.191407e-03,-3.795551e-03
2.041794e-03,-3.536355e-03
2.014947e-03,-3.489991e-03
1.843903e-03,-3.193642e-03
1.818257e-03,-3.149300e-03
1.814426e-03,-3.142678e-03
1.677192e-03,-2.904909e-03
1.529155e-03,-2.648511e-03
1.452761e-03,-2.516256e-03
1.440164e-03,-2.494437e-03
1.389706e-03,-2.406995e-03
1.303362e-03,-2.257474e-03
1.236954e-03,-2.142437e-03
1.210707e-03,-2.097005e-03
1.189502e-03,-2.060278e-03
1.130967e-03,-1.958865e-03
1.080958e-03,-1.872274e-03
1.041332e-03,-1.803620e-03
9.918971e-04,-1.718016e-03
9.678182e-04,-1.676294e-03
8.962054e-04,-1.552261e-03
8.679029e-04,-1.503251e-03
8.550511e-04,-1.480989e-03
8.413882e-04,-1.457327e-03
8.397802e-04,-1.454542e-03
8.127999e-04,-1.407801e-03
7.527196e-04,-1.303740e-03
7.201824e-04,-1.247392e-03
7.003574e-04,-1.213048e-03
6.735892e-04,-1.166691e-03
6.679613e-04,-1.156943e-03
6.589534e-04,-1.141336e-03
6.494757e-04,-1.124925e-03
6.214949e-04,-1.076458e-03
6.040363e-04,-1.046219e-03
5.690835e-04,-9.856778e-04
5.514739e-04,-9.551809e-04
5.318036e-04,-9.211078e-04
5.052149e-04,-8.750578e-04
4.999640e-04,-8.659607e-04
4.752110e-04,-8.230880e-04
4.598282e-04,-7.964458e-04
4.584054e-04,-7.939807e-04
4.436037e-04,-7.683426e-04
4.180537e-04,-7.240887e-04
4.042602e-04,-7.001992e-04
3.936455e-04,-6.818127e-04
3.892878e-04,-6.742663e-04
3.735598e-04,-6.470237e-04
3.602530e-04,-6.239760e-04
3.512399e-04,-6.083647e-04
3.367181e-04,-5.832121e-04
3.338263e-04,-5.782042e-04
3.308696e-04,-5.730829e-04
3.189735e-04,-5.524775e-04
3.022960e-04,-5.235914e-04
2.900414e-04,-5.023662e-04
2.843403e-04,-4.924917e-04
2.758289e-04,-4.777496e-04
2.748094e-04,-4.759836e-04
2.633732e-04,-4.561755e-04
2.508557e-04,-4.344945e-04
2.392066e-04,-4.143177e-04
2.342318e-04,-4.057014e-04
2.334584e-04,-4.043619e-04
2.280469e-04,-3.949886e-04
2.198985e-04,-3.808752e-04
2.112644e-04,-3.659204e-04
2.021766e-04,-3.501799e-04
2.002593e-04,-3.468592e-04
1.954419e-04,-3.385153e-04
1.926904e-04,-3.337494e-04
1.857941e-04,-3.218047e-04
1.854171e-04,-3.211518e-04
1.796723e-04,-3.112015e-04
1.730423e-04,-2.997180e-04
1.664182e-04,-2.882447e-04
1.645677e-04,-2.850396e-04
1.594000e-04,-2.760889e-04
1.540754e-04,-2.668664e-04
1.494404e-04,-2.588382e-04
1.442481e-04,-2.498449e-04
1.411254e-04,-2.444364e-04
1.387565e-04,-2.403332e-04
1.338095e-04,-2.317648e-04
1.297646e-04,-2.247589e-04
1.261437e-04,-2.184872e-04
1.219442e-04,-2.112135e-04
1.178411e-04,-2.041067e-04
1.141317e-04,-1.976819e-04
1.113989e-04,-1.929485e-04
1.083851e-04,-1.877285e-04
1.050593e-04,-1.819680e-04
1.022678e-04,-1.771330e-04
9.963286e-05,-1.725692e-04
9.671817e-05,-1.675208e-04
9.356199e-05,-1.620541e-04
9.040232e-05,-1.565814e-04
8.738288e-05,-1.513516e-04
8.447597e-05,-1.463167e-04
8.159381e-05,-1.413246e-04
7.873939e-05,-1.363806e-04
7.595444e-05,-1.315569e-04
7.323925e-05,-1.268541e-04
7.058700e-05,-1.222603e-04
6.798716e-05,-1.177572e-04
6.542906e-05,-1.133264e-04
6.291539e-05,-1.089726e-04
6.045077e-05,-1.047038e-04
5.803509e-05,-1.005197e-04
5.566718e-05,-9.641838e-05
5.334758e-05,-9.240071e-05
5.107705e-05,-8.846805e-05
4.885599e-05,-8.462104e-05
4.668450e-05,-8.085992e-05
4.456247e-05,-7.718446e-05
4.248981e-05,-7.359451e-05
4.046652e-05,-7.009007e-05
3.849260e-05,-6.667114e-05
3.656804e-05,-6.333770e-05
3.469282e-05,-6.008973e-05
3.286695e-05,-5.692722e-05
3.109042e-05,-5.385019e-05
2.936324e-05,-5.085863e-05
2.768541e-05,-4.795253e-05
2.605692e-05,-4.513192e-05
2.447779e-05,-4.239677e-05
2.294800e-05,-3.974710e-05
2.146756e-05,-3.718290e-05
2.003647e-05,-3.470418e-05
1.865472e-05,-3.231092e-05
1.732232e-05,-3.000315e-05
1.603928e-05,-2.778084e-05
1.480558e-05,-2.564401e-05
1.362122e-05,-2.359265e-05
1.248622e-05,-2.162676e-05
1.140056e-05,-1.974635e-05
1.036425e-05,-1.795141e-05
9.377293e-06,-1.624195e-05
8.439680e-06,-1.461795e-05
7.551416e-06,-1.307944e-05
6.712499e-06,-1.162639e-05
5.922931e-06,-1.025882e-05
5.182710e-06,-8.976718e-06
4.491838e-06,-7.780092e-06
3.850314e-06,-6.668939e-06
3.258137e-06,-5.643259e-06
2.715309e-06,-4.703053e-06
2.221829e-06,-3.848320e-06
1.777696e-06,-3.079060e-06
1.382912e-06,-2.395273e-06
1.037475e-06,-1.796959e-06
7.413860e-07,-1.284118e-06
4.946445e-07,-8.567495e-07
2.972497e-07,-5.148515e-07
1.491988e-07,-2.584199e-07
5.047682e-08,-8.742842e-08
