point real,point imag,potential real,potential imag
4.384345e+01,2.531303e+01,1.950840e-04,-3.378955e-04
4.428611e+01,2.556860e+01,1.912036e-04,-3.311744e-04
4.485879e+01,2.589923e+01,1.863529e-04,-3.227727e-04
4.553469e+01,2.628947e+01,1.808616e-04,-3.132615e-04
4.628222e+01,2.672105e+01,1.750664e-04,-3.032239e-04
4.706642e+01,2.717381e+01,1.692813e-04,-2.932038e-04
4.785062e+01,2.762657e+01,1.637782e-04,-2.836722e-04
4.859814e+01,2.805815e+01,1.587786e-04,-2.750126e-04
4.927405e+01,2.844838e+01,1.544524e-04,-2.675195e-04
4.984672e+01,2.877902e+01,1.509239e-04,-2.614079e-04
5.028938e+01,2.903459e+01,1.482787e-04,-2.568262e-04
5.058129e+01,2.920312e+01,1.465721e-04,-2.538704e-04
5.070785e+01,2.927619e+01,1.458414e-04,-2.526047e-04
5.084616e+01,2.935604e+01,1.450491e-04,-2.512324e-04
5.116518e+01,2.954023e+01,1.432459e-04,-2.481092e-04
5.164894e+01,2.981953e+01,1.405751e-04,-2.434832e-04
5.227480e+01,3.018087e+01,1.372292e-04,-2.376879e-04
5.301347e+01,3.060734e+01,1.334316e-04,-2.311103e-04
5.383042e+01,3.107901e+01,1.294123e-04,-2.241488e-04
5.468744e+01,3.157381e+01,1.253880e-04,-2.171784e-04
5.554446e+01,3.206861e+01,1.215485e-04,-2.105282e-04
5.636141e+01,3.254028e+01,1.180504e-04,-2.044693e-04
5.710008e+01,3.296675e+01,1.150159e-04,-1.992133e-04
5.772594e+01,3.332809e+01,1.125354e-04,-1.949171e-04
5.820971e+01,3.360739e+01,1.106727e-04,-1.916907e-04
5.852873e+01,3.379158e+01,1.094695e-04,-1.896067e-04
5.866704e+01,3.387143e+01,1.089540e-04,-1.887138e-04
5.881709e+01,3.395807e+01,1.083987e-04,-1.877521e-04
5.916322e+01,3.415790e+01,1.071341e-04,-1.855617e-04
5.968810e+01,3.446094e+01,1.052582e-04,-1.823125e-04
6.036714e+01,3.485298e+01,1.029035e-04,-1.782341e-04
6.116858e+01,3.531570e+01,1.002246e-04,-1.735942e-04
6.205494e+01,3.582744e+01,9.738195e-05,-1.686705e-04
6.298479e+01,3.636429e+01,9.452787e-05,-1.637271e-04
6.391464e+01,3.690113e+01,9.179745e-05,-1.589979e-04
6.480100e+01,3.741288e+01,8.930336e-05,-1.546780e-04
6.560244e+01,3.787559e+01,8.713472e-05,-1.509218e-04
6.628148e+01,3.826763e+01,8.535852e-05,-1.478453e-04
6.680636e+01,3.857067e+01,8.402251e-05,-1.455313e-04
6.715249e+01,3.877051e+01,8.315858e-05,-1.440349e-04
6.730255e+01,3.885714e+01,8.278817e-05,-1.433933e-04
6.746436e+01,3.895057e+01,8.239151e-05,-1.427063e-04
6.783759e+01,3.916605e+01,8.148739e-05,-1.411403e-04
6.840358e+01,3.949282e+01,8.014448e-05,-1.388143e-04
6.913580e+01,3.991557e+01,7.845584e-05,-1.358895e-04
7.000001e+01,4.041452e+01,7.653060e-05,-1.325549e-04
7.095579e+01,4.096635e+01,7.448272e-05,-1.290079e-04
7.195846e+01,4.154524e+01,7.242150e-05,-1.254377e-04
7.296113e+01,4.212413e+01,7.044467e-05,-1.220137e-04
7.391692e+01,4.267595e+01,6.863467e-05,-1.188787e-04
7.478113e+01,4.317490e+01,6.705748e-05,-1.161470e-04
7.551335e+01,4.359765e+01,6.576333e-05,-1.139054e-04
7.607933e+01,4.392442e+01,6.478849e-05,-1.122170e-04
7.645257e+01,4.413991e+01,6.415745e-05,-1.111240e-04
7.661438e+01,4.423333e+01,6.388673e-05,-1.106551e-04
7.678795e+01,4.433354e+01,6.359825e-05,-1.101554e-04
7.718829e+01,4.456468e+01,6.294024e-05,-1.090157e-04
7.779538e+01,4.491518e+01,6.196174e-05,-1.073209e-04
7.858078e+01,4.536864e+01,6.072934e-05,-1.051863e-04
7.950776e+01,4.590383e+01,5.932151e-05,-1.027479e-04
8.053297e+01,4.649573e+01,5.782077e-05,-1.001485e-04
8.160846e+01,4.711667e+01,5.630681e-05,-9.752625e-05
8.268396e+01,4.773760e+01,5.485153e-05,-9.500564e-05
8.370916e+01,4.832951e+01,5.351620e-05,-9.269278e-05
8.463614e+01,4.886470e+01,5.235035e-05,-9.067347e-05
8.542154e+01,4.931815e+01,5.139211e-05,-8.901375e-05
8.602863e+01,4.966865e+01,5.066934e-05,-8.776187e-05
8.642898e+01,4.989979e+01,5.020102e-05,-8.695072e-05
8.660254e+01,5.000000e+01,5.000000e-05,-8.660254e-05
8.669283e+01,5.005213e+01,4.989590e-05,-8.642223e-05
8.690111e+01,5.017238e+01,4.965702e-05,-8.600848e-05
8.721693e+01,5.035472e+01,4.929804e-05,-8.538671e-05
8.762552e+01,5.059062e+01,4.883936e-05,-8.459226e-05
8.810777e+01,5.086904e+01,4.830620e-05,-8.366879e-05
8.864111e+01,5.117697e+01,4.772664e-05,-8.266497e-05
8.920062e+01,5.150000e+01,4.712980e-05,-8.163120e-05
8.976012e+01,5.182303e+01,4.654407e-05,-8.061670e-05
9.029347e+01,5.213096e+01,4.599585e-05,-7.966714e-05
9.077571e+01,5.240938e+01,4.550844e-05,-7.882293e-05
9.118430e+01,5.264528e+01,4.510152e-05,-7.811812e-05
9.150013e+01,5.282762e+01,4.479070e-05,-7.757977e-05
9.170840e+01,5.294787e+01,4.458749e-05,-7.722780e-05
9.179869e+01,5.300000e+01,4.449982e-05,-7.707595e-05
9.329499e+01,5.386389e+01,4.308386e-05,-7.462344e-05
9.674635e+01,5.585653e+01,4.006472e-05,-6.939412e-05
1.019801e+02,5.887822e+01,3.605791e-05,-6.245414e-05
1.087510e+02,6.278742e+01,3.170770e-05,-5.491935e-05
1.167424e+02,6.740128e+01,2.751526e-05,-4.765784e-05
1.255807e+02,7.250406e+01,2.377855e-05,-4.118566e-05
1.348525e+02,7.785714e+01,2.062116e-05,-3.571690e-05
1.441243e+02,8.321023e+01,1.805330e-05,-3.126923e-05
1.529626e+02,8.831300e+01,1.602731e-05,-2.776012e-05
1.609541e+02,9.292687e+01,1.447530e-05,-2.507195e-05
1.677250e+02,9.683606e+01,1.333017e-05,-2.308854e-05
1.729587e+02,9.985775e+01,1.253564e-05,-2.171236e-05
1.764101e+02,1.018504e+02,1.204993e-05,-2.087109e-05
1.779064e+02,1.027143e+02,1.184809e-05,-2.052149e-05
1.808087e+02,1.043899e+02,1.147078e-05,-1.986797e-05
1.875031e+02,1.082550e+02,1.066631e-05,-1.847460e-05
1.976547e+02,1.141160e+02,9.598797e-06,-1.662560e-05
2.107880e+02,1.216985e+02,8.439943e-06,-1.461841e-05
2.262886e+02,1.306478e+02,7.323282e-06,-1.268430e-05
2.434318e+02,1.405454e+02,6.328147e-06,-1.096067e-05
2.614160e+02,1.509286e+02,5.487406e-06,-9.504466e-06
2.794001e+02,1.613117e+02,4.803726e-06,-8.320298e-06
2.965433e+02,1.712093e+02,4.264372e-06,-7.386110e-06
3.120439e+02,1.801586e+02,3.851233e-06,-6.670532e-06
3.251772e+02,1.877411e+02,3.546428e-06,-6.142594e-06
3.353288e+02,1.936022e+02,3.334952e-06,-5.776306e-06
3.420232e+02,1.974672e+02,3.205679e-06,-5.552399e-06
3.449255e+02,1.991429e+02,3.151959e-06,-5.459353e-06
3.492338e+02,2.016303e+02,3.074671e-06,-5.325486e-06
3.591714e+02,2.073677e+02,2.906885e-06,-5.034872e-06
3.742409e+02,2.160681e+02,2.677495e-06,-4.637558e-06
3.937365e+02,2.273239e+02,2.418911e-06,-4.189677e-06
4.167464e+02,2.406086e+02,2.159174e-06,-3.739799e-06
4.421945e+02,2.553011e+02,1.917806e-06,-3.321737e-06
4.688909e+02,2.707143e+02,1.705641e-06,-2.954257e-06
4.955873e+02,2.861275e+02,1.526831e-06,-2.644548e-06
5.210354e+02,3.008200e+02,1.381328e-06,-2.392530e-06
5.440453e+02,3.141047e+02,1.266955e-06,-2.194430e-06
5.635409e+02,3.253605e+02,1.180811e-06,-2.045225e-06
5.786104e+02,3.340609e+02,1.120105e-06,-1.940079e-06
5.885479e+02,3.397983e+02,1.082599e-06,-1.875116e-06
5.928562e+02,3.422857e+02,1.066921e-06,-1.847962e-06
5.985706e+02,3.455849e+02,1.046648e-06,-1.812847e-06
6.117512e+02,3.531947e+02,1.002032e-06,-1.735570e-06
6.317386e+02,3.647345e+02,9.396291e-07,-1.627485e-06
6.575965e+02,3.796635e+02,8.671860e-07,-1.502010e-06
6.881156e+02,3.972837e+02,7.919696e-07,-1.371731e-06
7.218686e+02,4.167710e+02,7.196394e-07,-1.246452e-06
7.572774e+02,4.372143e+02,6.539150e-07,-1.132614e-06
7.926861e+02,4.576575e+02,5.968000e-07,-1.033688e-06
8.264391e+02,4.771449e+02,5.490470e-07,-9.509773e-07
8.569582e+02,4.947650e+02,5.106367e-07,-8.844487e-07
8.828161e+02,5.096941e+02,4.811614e-07,-8.333960e-07
9.028035e+02,5.212339e+02,4.600921e-07,-7.969029e-07
9.159842e+02,5.288437e+02,4.469463e-07,-7.741337e-07
9.216985e+02,5.321429e+02,4.414216e-07,-7.645646e-07
9.288188e+02,5.362538e+02,4.346796e-07,-7.528872e-07
9.452425e+02,5.457360e+02,4.197056e-07,-7.269515e-07
9.701478e+02,5.601151e+02,3.984331e-07,-6.901064e-07
1.002368e+03,5.787175e+02,3.732302e-07,-6.464537e-07
1.040396e+03,6.006731e+02,3.464445e-07,-6.000594e-07
1.082454e+03,6.249553e+02,3.200458e-07,-5.543356e-07
1.126575e+03,6.504286e+02,2.954682e-07,-5.117660e-07
1.170696e+03,6.759019e+02,2.736168e-07,-4.739182e-07
1.212754e+03,7.001840e+02,2.549680e-07,-4.416174e-07
1.250783e+03,7.221397e+02,2.396998e-07,-4.151722e-07
1.283003e+03,7.407420e+02,2.278117e-07,-3.945814e-07
1.307908e+03,7.551211e+02,2.192183e-07,-3.796972e-07
1.324332e+03,7.646034e+02,2.138147e-07,-3.703380e-07
1.331452e+03,7.687143e+02,2.115340e-07,-3.663876e-07
1.339979e+03,7.736370e+02,2.088505e-07,-3.617397e-07
1.359645e+03,7.849916e+02,2.028523e-07,-3.513505e-07
1.389469e+03,8.022100e+02,1.942378e-07,-3.364298e-07
1.428051e+03,8.244857e+02,1.838839e-07,-3.184963e-07
1.473589e+03,8.507768e+02,1.726946e-07,-2.991158e-07
1.523951e+03,8.798538e+02,1.614689e-07,-2.796724e-07
1.576785e+03,9.103571e+02,1.508295e-07,-2.612444e-07
1.629618e+03,9.408605e+02,1.412081e-07,-2.445796e-07
1.679981e+03,9.699375e+02,1.328686e-07,-2.301352e-07
1.725519e+03,9.962286e+02,1.259482e-07,-2.181487e-07
1.764101e+03,1.018504e+03,1.204992e-07,-2.087108e-07
1.793924e+03,1.035723e+03,1.165261e-07,-2.018290e-07
1.813591e+03,1.047077e+03,1.140125e-07,-1.974755e-07
1.822117e+03,1.052000e+03,1.129480e-07,-1.956317e-07
1.832050e+03,1.057734e+03,1.117266e-07,-1.935162e-07
1.854960e+03,1.070961e+03,1.089839e-07,-1.887656e-07
1.889701e+03,1.091019e+03,1.050135e-07,-1.818887e-07
1.934646e+03,1.116968e+03,1.001909e-07,-1.735358e-07
1.987692e+03,1.147595e+03,9.491458e-08,-1.643969e-07
2.046360e+03,1.181467e+03,8.955031e-08,-1.551057e-07
2.107906e+03,1.217000e+03,8.439736e-08,-1.461805e-07
2.169451e+03,1.252533e+03,7.967671e-08,-1.380041e-07
2.228119e+03,1.286405e+03,7.553607e-08,-1.308323e-07
2.281166e+03,1.317032e+03,7.206386e-08,-1.248183e-07
2.326111e+03,1.342981e+03,6.930594e-08,-1.200414e-07
2.360852e+03,1.363039e+03,6.728120e-08,-1.165345e-07
2.383762e+03,1.376266e+03,6.599416e-08,-1.143052e-07
2.393694e+03,1.382000e+03,6.544763e-08,-1.133586e-07
2.405033e+03,1.388546e+03,6.483199e-08,-1.122923e-07
2.431186e+03,1.403646e+03,6.344466e-08,-1.098894e-07
2.470845e+03,1.426543e+03,6.142433e-08,-1.063901e-07
2.522152e+03,1.456165e+03,5.895068e-08,-1.021056e-07
2.582708e+03,1.491127e+03,5.621870e-08,-9.737364e-08
2.649680e+03,1.529794e+03,5.341267e-08,-9.251346e-08
2.719938e+03,1.570357e+03,5.068893e-08,-8.779581e-08
2.790196e+03,1.610921e+03,4.816835e-08,-8.343002e-08
2.857169e+03,1.649587e+03,4.593666e-08,-7.956462e-08
2.917725e+03,1.684549e+03,4.404966e-08,-7.629625e-08
2.969032e+03,1.714172e+03,4.254039e-08,-7.368212e-08
3.008691e+03,1.737069e+03,4.142629e-08,-7.175244e-08
3.034844e+03,1.752168e+03,4.071538e-08,-7.052110e-08
3.046182e+03,1.758714e+03,4.041285e-08,-6.999710e-08
3.058927e+03,1.766072e+03,4.007681e-08,-6.941506e-08
3.088323e+03,1.783044e+03,3.931750e-08,-6.809990e-08
3.132900e+03,1.808781e+03,3.820659e-08,-6.617575e-08
3.190569e+03,1.842076e+03,3.683790e-08,-6.380512e-08
3.258634e+03,1.881373e+03,3.531506e-08,-6.116748e-08
3.333912e+03,1.924835e+03,3.373828e-08,-5.843642e-08
3.412882e+03,1.970429e+03,3.219501e-08,-5.576340e-08
3.491853e+03,2.016022e+03,3.075526e-08,-5.326968e-08
3.567130e+03,2.059484e+03,2.947089e-08,-5.104509e-08
3.635195e+03,2.098781e+03,2.837761e-08,-4.915145e-08
3.692865e+03,2.132077e+03,2.749821e-08,-4.762829e-08
3.737442e+03,2.157813e+03,2.684617e-08,-4.649893e-08
3.766838e+03,2.174785e+03,2.642880e-08,-4.577602e-08
3.779582e+03,2.182143e+03,2.625087e-08,-4.546784e-08
3.793733e+03,2.190313e+03,2.605541e-08,-4.512929e-08
3.826372e+03,2.209157e+03,2.561279e-08,-4.436266e-08
3.875867e+03,2.237733e+03,2.496282e-08,-4.323687e-08
3.939899e+03,2.274701e+03,2.415801e-08,-4.184290e-08
4.015473e+03,2.318334e+03,2.325722e-08,-4.028270e-08
4.099055e+03,2.366591e+03,2.231843e-08,-3.865666e-08
4.186738e+03,2.417214e+03,2.139339e-08,-3.705445e-08
4.274421e+03,2.467838e+03,2.052470e-08,-3.554982e-08
4.358003e+03,2.516094e+03,1.974496e-08,-3.419927e-08
4.433577e+03,2.559727e+03,1.907755e-08,-3.304329e-08
4.497609e+03,2.596696e+03,1.853821e-08,-3.210912e-08
4.547104e+03,2.625272e+03,1.813683e-08,-3.141392e-08
4.579743e+03,2.644116e+03,1.787924e-08,-3.096775e-08
4.593894e+03,2.652286e+03,1.776926e-08,-3.077727e-08
4.609450e+03,2.661267e+03,1.764953e-08,-3.056988e-08
4.645332e+03,2.681984e+03,1.737792e-08,-3.009943e-08
4.699745e+03,2.713399e+03,1.697785e-08,-2.940650e-08
4.770139e+03,2.754041e+03,1.648045e-08,-2.854498e-08
4.853223e+03,2.802009e+03,1.592102e-08,-2.757601e-08
4.945110e+03,2.855061e+03,1.533484e-08,-2.656073e-08
5.041505e+03,2.910714e+03,1.475404e-08,-2.555474e-08
5.137900e+03,2.966368e+03,1.420561e-08,-2.460484e-08
5.229787e+03,3.019419e+03,1.371081e-08,-2.374782e-08
5.312871e+03,3.067387e+03,1.328534e-08,-2.301089e-08
5.383265e+03,3.108030e+03,1.294016e-08,-2.241302e-08
5.437678e+03,3.139445e+03,1.268248e-08,-2.196671e-08
5.473560e+03,3.160161e+03,1.251675e-08,-2.167964e-08
5.489116e+03,3.169143e+03,1.244590e-08,-2.155693e-08
5.506079e+03,3.178936e+03,1.236934e-08,-2.142432e-08
5.545204e+03,3.201525e+03,1.219540e-08,-2.112306e-08
5.604535e+03,3.235780e+03,1.193857e-08,-2.067820e-08
5.681291e+03,3.280095e+03,1.161815e-08,-2.012323e-08
5.771884e+03,3.332399e+03,1.125631e-08,-1.949650e-08
5.872076e+03,3.390245e+03,1.087547e-08,-1.883686e-08
5.977184e+03,3.450929e+03,1.049634e-08,-1.818020e-08
6.082291e+03,3.511612e+03,1.013671e-08,-1.755729e-08
6.182483e+03,3.569458e+03,9.810821e-09,-1.699284e-08
6.273076e+03,3.621762e+03,9.529501e-09,-1.650558e-08
6.349833e+03,3.666078e+03,9.300509e-09,-1.610895e-08
6.409163e+03,3.700332e+03,9.129114e-09,-1.581209e-08
6.448288e+03,3.722921e+03,9.018667e-09,-1.562079e-08
6.465251e+03,3.732714e+03,8.971406e-09,-1.553893e-08
6.483619e+03,3.743319e+03,8.920645e-09,-1.545101e-08
6.525988e+03,3.767781e+03,8.805191e-09,-1.525104e-08
6.590236e+03,3.804875e+03,8.634344e-09,-1.495512e-08
6.673355e+03,3.852863e+03,8.420596e-09,-1.458490e-08
6.771457e+03,3.909502e+03,8.178375e-09,-1.416536e-08
6.879954e+03,3.972143e+03,7.922462e-09,-1.372211e-08
6.993774e+03,4.037857e+03,7.666694e-09,-1.327910e-08
7.107593e+03,4.103571e+03,7.423114e-09,-1.285721e-08
7.216091e+03,4.166212e+03,7.201572e-09,-1.247349e-08
7.314192e+03,4.222851e+03,7.009685e-09,-1.214113e-08
7.397311e+03,4.270840e+03,6.853043e-09,-1.186982e-08
7.461560e+03,4.307934e+03,6.735534e-09,-1.166629e-08
7.503928e+03,4.332395e+03,6.659688e-09,-1.153492e-08
7.522297e+03,4.343000e+03,6.627204e-09,-1.147865e-08
7.542071e+03,4.354417e+03,6.592498e-09,-1.141854e-08
7.587683e+03,4.380751e+03,6.513478e-09,-1.128168e-08
7.656849e+03,4.420684e+03,6.396334e-09,-1.107877e-08
7.746330e+03,4.472346e+03,6.249413e-09,-1.082430e-08
7.851941e+03,4.533320e+03,6.082431e-09,-1.053508e-08
7.968744e+03,4.600756e+03,5.905431e-09,-1.022851e-08
8.091275e+03,4.671500e+03,5.727925e-09,-9.921057e-09
8.213807e+03,4.742244e+03,5.558304e-09,-9.627264e-09
8.330609e+03,4.809680e+03,5.403532e-09,-9.359192e-09
8.436221e+03,4.870654e+03,5.269088e-09,-9.126328e-09
8.525702e+03,4.922316e+03,5.159065e-09,-8.935763e-09
8.594868e+03,4.962249e+03,5.076365e-09,-8.792522e-09
8.640480e+03,4.988583e+03,5.022912e-09,-8.699939e-09
