real,imag
5.526935e+02,-3.133474e+03
5.519737e+02,-3.129153e+03
5.512949e+02,-3.126549e+03
5.508951e+02,-3.124576e+03
5.493171e+02,-3.119788e+03
5.476332e+02,-3.115691e+03
5.475763e+02,-3.111373e+03
5.473362e+02,-3.106084e+03
5.467863e+02,-3.100972e+03
5.461371e+02,-3.096343e+03
5.454867e+02,-3.092421e+03
5.449283e+02,-3.089238e+03
5.445098e+02,-3.086608e+03
5.441085e+02,-3.084578e+03
5.437308e+02,-3.083265e+03
4.273765e+02,-2.423773e+03
3.970322e+02,-2.251592e+03
3.966468e+02,-2.249677e+03
3.959077e+02,-2.246383e+03
3.948573e+02,-2.241780e+03
3.934743e+02,-2.236091e+03
3.917885e+02,-2.229692e+03
3.902973e+02,-2.222654e+03
3.891984e+02,-2.214357e+03
3.880547e+02,-2.204797e+03
3.867110e+02,-2.194436e+03
3.851342e+02,-2.183679e+03
3.832920e+02,-2.172852e+03
3.812331e+02,-2.162226e+03
3.791702e+02,-2.152027e+03
3.773595e+02,-2.142388e+03
3.758554e+02,-2.133451e+03
3.745876e+02,-2.125618e+03
3.735895e+02,-2.119455e+03
3.729722e+02,-2.115481e+03
3.636939e+02,-2.105427e+03
3.204984e+02,-1.817631e+03
3.199636e+02,-1.814509e+03
3.190425e+02,-1.809045e+03
3.177158e+02,-1.801308e+03
3.159852e+02,-1.791545e+03
3.139045e+02,-1.780089e+03
3.115203e+02,-1.767273e+03
3.088565e+02,-1.753421e+03
3.060009e+02,-1.738812e+03
3.031171e+02,-1.723601e+03
3.003333e+02,-1.707825e+03
2.976344e+02,-1.691492e+03
2.948938e+02,-1.674714e+03
2.920232e+02,-1.657728e+03
2.890455e+02,-1.640795e+03
2.860833e+02,-1.624140e+03
2.832736e+02,-1.607956e+03
2.806766e+02,-1.592624e+03
2.784144e+02,-1.579291e+03
2.772575e+02,-1.572455e+03
2.764587e+02,-1.567945e+03
2.638392e+02,-1.499746e+03
2.622204e+02,-1.491567e+03
2.599524e+02,-1.478672e+03
2.572893e+02,-1.463562e+03
2.544673e+02,-1.447411e+03
2.518739e+02,-1.428448e+03
2.515778e+02,-1.430708e+03
2.486456e+02,-1.413702e+03
2.456996e+02,-1.396526e+03
2.427387e+02,-1.379246e+03
2.397430e+02,-1.361927e+03
2.367086e+02,-1.344629e+03
2.336426e+02,-1.327400e+03
2.305720e+02,-1.310277e+03
2.275355e+02,-1.293263e+03
2.245490e+02,-1.276332e+03
2.215946e+02,-1.259469e+03
2.186426e+02,-1.242687e+03
2.156882e+02,-1.226030e+03
2.127550e+02,-1.209534e+03
2.098613e+02,-1.193281e+03
2.073843e+02,-1.179254e+03
2.041587e+02,-1.159966e+03
2.013166e+02,-1.144096e+03
1.985095e+02,-1.128230e+03
1.957297e+02,-1.112473e+03
1.929744e+02,-1.096870e+03
1.902533e+02,-1.081457e+03
1.875767e+02,-1.066283e+03
1.849603e+02,-1.051441e+03
1.824407e+02,-1.037104e+03
1.800671e+02,-1.023528e+03
1.778285e+02,-1.010751e+03
1.755808e+02,-9.980729e+02
1.732215e+02,-9.848009e+02
1.707754e+02,-9.709919e+02
1.682877e+02,-9.569222e+02
1.657873e+02,-9.427733e+02
1.632913e+02,-9.286401e+02
1.608100e+02,-9.145708e+02
1.583469e+02,-9.005919e+02
1.559034e+02,-8.867229e+02
1.534857e+02,-8.729887e+02
1.510588e+02,-8.592841e+02
1.486920e+02,-8.458421e+02
1.463430e+02,-8.325067e+02
1.447593e+02,-8.209709e+02
1.440184e+02,-8.193142e+02
1.417408e+02,-8.038577e+02
1.417213e+02,-8.062728e+02
1.394471e+02,-7.933693e+02
1.372003e+02,-7.806174e+02
1.349779e+02,-7.680055e+02
1.327787e+02,-7.555256e+02
1.306007e+02,-7.431680e+02
1.284419e+02,-7.309226e+02
1.263009e+02,-7.187802e+02
1.241763e+02,-7.067337e+02
1.220678e+02,-6.947790e+02
1.199752e+02,-6.829141e+02
1.178988e+02,-6.711395e+02
1.158386e+02,-6.594570e+02
1.137953e+02,-6.478692e+02
1.117692e+02,-6.363792e+02
1.097610e+02,-6.249899e+02
1.077710e+02,-6.137036e+02
1.057997e+02,-6.025226e+02
1.038471e+02,-5.914467e+02
1.019135e+02,-5.804789e+02
9.999886e+01,-5.696189e+02
9.810331e+01,-5.588667e+02
9.622675e+01,-5.482224e+02
9.436915e+01,-5.376857e+02
9.410726e+01,-5.337088e+02
9.253045e+01,-5.272561e+02
9.071057e+01,-5.169332e+02
8.890945e+01,-5.067168e+02
8.712704e+01,-4.966066e+02
8.536331e+01,-4.866023e+02
8.361826e+01,-4.767038e+02
8.189186e+01,-4.669110e+02
8.018414e+01,-4.572241e+02
7.849509e+01,-4.476431e+02
7.682475e+01,-4.381680e+02
7.517314e+01,-4.287991e+02
7.354029e+01,-4.195364e+02
7.192625e+01,-4.103803e+02
7.033109e+01,-4.013310e+02
6.875503e+01,-3.923895e+02
6.719941e+01,-3.835603e+02
6.625490e+01,-3.759395e+02
6.611828e+01,-3.749754e+02
6.567037e+01,-3.747154e+02
6.462430e+01,-3.665035e+02
6.413493e+01,-3.661763e+02
6.263413e+01,-3.576648e+02
6.115197e+01,-3.492564e+02
5.968859e+01,-3.409539e+02
5.824407e+01,-3.327582e+02
5.681848e+01,-3.246696e+02
5.541187e+01,-3.166885e+02
5.402431e+01,-3.088150e+02
5.265584e+01,-3.010496e+02
5.130655e+01,-2.933927e+02
4.997654e+01,-2.858448e+02
4.901330e+01,-2.779682e+02
4.866595e+01,-2.784065e+02
4.737498e+01,-2.710788e+02
4.610396e+01,-2.638634e+02
4.485351e+01,-2.567630e+02
4.362506e+01,-2.497838e+02
4.242313e+01,-2.429432e+02
4.127433e+01,-2.363273e+02
4.057827e+01,-2.311300e+02
3.997855e+01,-2.284168e+02
3.883733e+01,-2.225409e+02
3.779179e+01,-2.143279e+02
3.771558e+01,-2.162151e+02
3.711308e+01,-2.104787e+02
3.661001e+01,-2.099429e+02
3.552497e+01,-2.037771e+02
3.446335e+01,-1.977373e+02
3.342858e+01,-1.918409e+02
3.242620e+01,-1.861139e+02
3.146609e+01,-1.806009e+02
3.056409e+01,-1.753777e+02
3.003109e+01,-1.703148e+02
3.002129e+01,-1.706381e+02
2.978052e+01,-1.704480e+02
2.891250e+01,-1.658771e+02
2.807641e+01,-1.612208e+02
2.721705e+01,-1.564213e+02
2.635514e+01,-1.515648e+02
2.550404e+01,-1.467404e+02
2.516277e+01,-1.427052e+02
2.467072e+01,-1.420005e+02
2.443986e+01,-1.386053e+02
2.411768e+01,-1.367782e+02
2.385826e+01,-1.373709e+02
2.306688e+01,-1.328598e+02
2.229452e+01,-1.284609e+02
2.153813e+01,-1.241596e+02
2.079541e+01,-1.199409e+02
2.027797e+01,-1.150021e+02
2.006585e+01,-1.157976e+02
1.935062e+01,-1.117318e+02
1.865428e+01,-1.077580e+02
1.809610e+01,-1.040519e+02
1.806672e+01,-1.031014e+02
1.727764e+01,-9.991417e+01
1.724039e+01,-9.777599e+01
1.709626e+01,-9.695772e+01
1.694102e+01,-9.607728e+01
1.662311e+01,-9.620983e+01
1.598534e+01,-9.257742e+01
1.536466e+01,-8.903544e+01
1.476287e+01,-8.559426e+01
1.460922e+01,-8.285302e+01
1.418500e+01,-8.227219e+01
1.364615e+01,-7.911910e+01
1.319370e+01,-7.629621e+01
1.283091e+01,-7.402327e+01
1.262827e+01,-7.161850e+01
1.255664e+01,-7.121223e+01
1.244517e+01,-7.058006e+01
1.237219e+01,-7.169215e+01
1.187254e+01,-6.899681e+01
1.138383e+01,-6.623688e+01
1.119578e+01,-6.349484e+01
1.091649e+01,-6.354808e+01
1.047817e+01,-6.098801e+01
1.037434e+01,-5.903958e+01
1.006691e+01,-5.845348e+01
9.680952e+00,-5.490341e+01
9.643026e+00,-5.617249e+01
9.241819e+00,-5.389295e+01
8.846124e+00,-5.164101e+01
8.459084e+00,-4.943451e+01
8.085667e+00,-4.729768e+01
7.860209e+00,-4.457746e+01
7.735954e+00,-4.526029e+01
7.692449e+00,-4.362604e+01
7.447141e+00,-4.341436e+01
7.281650e+00,-4.208970e+01
6.987134e+00,-4.079472e+01
6.728641e+00,-3.819326e+01
6.664526e+00,-3.909867e+01
6.496519e+00,-3.684359e+01
6.356501e+00,-3.733912e+01
6.259973e+00,-3.550207e+01
6.075942e+00,-3.567590e+01
5.824483e+00,-3.412803e+01
5.824171e+00,-3.303051e+01
5.589977e+00,-3.270341e+01
5.352675e+00,-3.133759e+01
5.193780e+00,-2.945539e+01
5.110575e+00,-2.997753e+01
4.881226e+00,-2.865193e+01
4.746439e+00,-2.753870e+01
4.671523e+00,-2.695065e+01
4.670013e+00,-2.669303e+01
4.489429e+00,-2.546082e+01
4.394620e+00,-2.583969e+01
4.378738e+00,-2.483306e+01
4.190262e+00,-2.468598e+01
4.000923e+00,-2.356360e+01
3.827614e+00,-2.251426e+01
3.741674e+00,-2.122009e+01
3.672494e+00,-2.156981e+01
3.566785e+00,-2.022824e+01
3.518776e+00,-2.070390e+01
3.494257e+00,-1.985890e+01
3.398304e+00,-1.927274e+01
3.366847e+00,-1.983824e+01
3.285904e+00,-1.909949e+01
3.234269e+00,-1.834245e+01
3.193777e+00,-1.869483e+01
3.063872e+00,-1.737608e+01
3.015492e+00,-1.793790e+01
2.902290e+00,-1.645970e+01
2.874242e+00,-1.712304e+01
2.748330e+00,-1.635096e+01
2.695843e+00,-1.529035e+01
2.638847e+00,-1.563794e+01
2.548971e+00,-1.500938e+01
2.465173e+00,-1.445469e+01
2.431972e+00,-1.402666e+01
2.407793e+00,-1.365527e+01
2.346061e+00,-1.369229e+01
2.245232e+00,-1.312871e+01
2.159958e+00,-1.255114e+01
2.140846e+00,-1.214148e+01
2.082458e+00,-1.201670e+01
2.029828e+00,-1.151173e+01
2.010853e+00,-1.154011e+01
1.955875e+00,-1.109232e+01
1.947764e+00,-1.113764e+01
1.902516e+00,-1.084839e+01
1.855834e+00,-1.060764e+01
1.783895e+00,-1.025418e+01
1.760590e+00,-9.984802e+00
1.741401e+00,-9.876152e+00
1.734429e+00,-9.836438e+00
1.702011e+00,-9.841789e+00
1.623168e+00,-9.431370e+00
1.555461e+00,-9.055835e+00
1.511041e+00,-8.749096e+00
1.499159e+00,-8.502151e+00
1.490619e+00,-8.578645e+00
1.444357e+00,-8.191446e+00
1.435462e+00,-8.361510e+00
1.390118e+00,-7.883750e+00
1.378821e+00,-8.083927e+00
1.318621e+00,-7.778618e+00
1.262106e+00,-7.465266e+00
1.221717e+00,-7.010972e+00
1.218860e+00,-7.177290e+00
1.217322e+00,-6.904389e+00
1.174613e+00,-6.881201e+00
1.134941e+00,-6.670228e+00
1.124902e+00,-6.379635e+00
1.093326e+00,-6.451960e+00
1.050018e+00,-6.220691e+00
1.040138e+00,-5.898942e+00
1.013960e+00,-5.808236e+00
1.009829e+00,-5.986091e+00
9.772864e-01,-5.742315e+00
9.466435e-01,-5.561370e+00
9.179633e-01,-5.397586e+00
9.002336e-01,-5.105480e+00
8.936458e-01,-5.068119e+00
8.855135e-01,-5.224989e+00
8.537652e-01,-5.045945e+00
8.522112e-01,-4.885556e+00
8.282957e-01,-4.853753e+00
7.975194e-01,-4.692840e+00
7.793492e-01,-4.557295e+00
7.546023e-01,-4.429837e+00
7.295878e-01,-4.290185e+00
7.288741e-01,-4.166885e+00
7.082853e-01,-4.140773e+00
7.072035e-01,-4.010829e+00
6.820441e-01,-4.007290e+00
6.656740e-01,-3.885935e+00
6.500901e-01,-3.788321e+00
6.312293e-01,-3.594609e+00
6.290274e-01,-3.681319e+00
6.100581e-01,-3.561603e+00
5.903519e-01,-3.453254e+00
5.745122e-01,-3.349298e+00
5.635226e-01,-3.265486e+00
5.603202e-01,-5.281960e-01
5.549072e-01,-3.172658e+00
5.517727e-01,-3.188146e+00
5.302300e-01,-3.090514e+00
5.152591e-01,-2.999352e+00
5.016440e-01,-2.914000e+00
4.917919e-01,-2.841199e+00
4.802837e-01,-2.779339e+00
4.661949e-01,-2.705065e+00
4.545067e-01,-2.630682e+00
4.461587e-01,-2.569780e+00
4.367583e-01,-2.517904e+00
4.246912e-01,-2.456152e+00
4.124658e-01,-2.387086e+00
4.011019e-01,-2.318584e+00
3.904908e-01,-2.254222e+00
3.799975e-01,-2.192445e+00
3.695185e-01,-2.131110e+00
3.594456e-01,-2.071099e+00
3.496608e-01,-2.013236e+00
3.398031e-01,-1.955841e+00
3.299382e-01,-1.898198e+00
3.201779e-01,-1.840830e+00
3.106032e-01,-1.784287e+00
3.012454e-01,-1.728953e+00
2.920565e-01,-1.674717e+00
2.830123e-01,-1.621350e+00
2.741214e-01,-1.568854e+00
2.653815e-01,-1.517242e+00
2.567821e-01,-1.466459e+00
2.483226e-01,-1.416483e+00
2.400090e-01,-1.367356e+00
2.318437e-01,-1.319104e+00
2.238261e-01,-1.271731e+00
2.159535e-01,-1.225231e+00
2.082231e-01,-1.179594e+00
2.006330e-01,-1.134818e+00
1.931815e-01,-1.090904e+00
1.858661e-01,-1.047853e+00
1.786846e-01,-1.005665e+00
1.716344e-01,-9.643419e-01
1.647131e-01,-9.238858e-01
1.579179e-01,-8.842986e-01
1.512465e-01,-8.455833e-01
1.446970e-01,-8.077433e-01
1.382684e-01,-7.707830e-01
1.319604e-01,-7.347070e-01
1.257741e-01,-6.995204e-01
1.197115e-01,-6.652277e-01
1.137760e-01,-6.318331e-01
1.079716e-01,-5.993398e-01
1.023032e-01,-5.677500e-01
9.677561e-02,-5.370646e-01
9.139371e-02,-5.072833e-01
9.107719e-02,-5.165243e-01
8.616202e-02,-4.784054e-01
8.108436e-02,-4.504289e-01
7.616398e-02,-4.233512e-01
7.140344e-02,-3.971699e-01
6.680468e-02,-3.718820e-01
6.236903e-02,-3.474846e-01
5.809736e-02,-3.239750e-01
5.399011e-02,-3.013505e-01
5.004741e-02,-2.796087e-01
4.626910e-02,-2.587472e-01
4.265485e-02,-2.387640e-01
3.920417e-02,-2.196572e-01
3.591646e-02,-2.014249e-01
3.279104e-02,-1.840658e-01
2.982718e-02,-1.675782e-01
2.947615e-02,-1.671676e-01
2.702413e-02,-1.519610e-01
2.438121e-02,-1.372138e-01
2.352229e-02,-1.334011e-01
2.189717e-02,-1.233317e-01
1.957197e-02,-1.103190e-01
1.740456e-02,-9.817255e-02
1.539437e-02,-8.689250e-02
1.468416e-02,-8.327800e-02
1.354107e-02,-7.647999e-02
1.184559e-02,-6.694392e-02
1.110873e-02,-6.299929e-02
1.030159e-02,-5.824964e-02
8.923359e-03,-5.048186e-02
8.814221e-03,-4.998793e-02
7.721462e-03,-4.370589e-02
7.572808e-03,-4.294752e-02
7.010518e-03,-3.974288e-02
6.563621e-03,-3.717294e-02
5.883294e-03,-3.336582e-02
5.756998e-03,-3.261348e-02
5.151390e-03,-2.919227e-02
4.617102e-03,-2.616487e-02
4.207747e-03,-2.386332e-02
4.079550e-03,-2.312067e-02
3.766779e-03,-2.136247e-02
3.590753e-03,-2.035266e-02
3.533483e-03,-2.003918e-02
3.159519e-03,-1.791852e-02
3.142273e-03,-1.781193e-02
2.735093e-03,-1.550503e-02
2.459943e-03,-1.395103e-02
2.370976e-03,-1.344188e-02
2.259535e-03,-1.281446e-02
2.158731e-03,-1.224252e-02
2.040025e-03,-1.156647e-02
1.969724e-03,-1.117086e-02
1.772029e-03,-1.004761e-02
1.751995e-03,-9.936050e-03
1.612854e-03,-9.146948e-03
1.591047e-03,-9.022377e-03
1.507682e-03,-8.550487e-03
1.464857e-03,-8.306587e-03
1.344963e-03,-7.627665e-03
1.303130e-03,-7.389579e-03
1.164495e-03,-6.603579e-03
1.138729e-03,-6.458050e-03
1.078087e-03,-6.114135e-03
1.062095e-03,-6.023393e-03
1.049102e-03,-5.949748e-03
1.034909e-03,-5.868828e-03
9.765701e-04,-5.538404e-03
9.204186e-04,-5.219597e-03
8.206109e-04,-4.653675e-03
8.094152e-04,-4.590422e-03
7.610728e-04,-4.316169e-03
7.091167e-04,-4.021444e-03
6.997838e-04,-3.968671e-03
6.403870e-04,-3.631709e-03
6.314748e-04,-3.581256e-03
6.301435e-04,-3.573721e-03
5.824878e-04,-3.303367e-03
5.310743e-04,-3.011799e-03
5.045387e-04,-2.861381e-03
5.001637e-04,-2.836569e-03
4.826431e-04,-2.737151e-03
4.526539e-04,-2.567110e-03
4.295918e-04,-2.436300e-03
4.204743e-04,-2.384627e-03
4.131097e-04,-2.342862e-03
3.927826e-04,-2.227549e-03
3.754127e-04,-2.129071e-03
3.616519e-04,-2.051008e-03
3.444822e-04,-1.953656e-03
3.361208e-04,-1.906217e-03
3.112497e-04,-1.765170e-03
3.014196e-04,-1.709434e-03
2.969564e-04,-1.684119e-03
2.922111e-04,-1.657211e-03
2.916526e-04,-1.654044e-03
2.822831e-04,-1.600895e-03
2.614174e-04,-1.482562e-03
2.501167e-04,-1.418482e-03
2.432320e-04,-1.379430e-03
2.339351e-04,-1.326712e-03
2.319805e-04,-1.315627e-03
2.288524e-04,-1.297881e-03
2.255605e-04,-1.279217e-03
2.158431e-04,-1.224104e-03
2.097798e-04,-1.189718e-03
1.976409e-04,-1.120873e-03
1.915249e-04,-1.086192e-03
1.846937e-04,-1.047446e-03
1.754593e-04,-9.950790e-04
1.736358e-04,-9.847350e-04
1.650392e-04,-9.359817e-04
1.596966e-04,-9.056847e-04
1.592026e-04,-9.028819e-04
1.540620e-04,-8.737275e-04
1.451886e-04,-8.234038e-04
1.403981e-04,-7.962372e-04
1.367117e-04,-7.753293e-04
1.351982e-04,-7.667474e-04
1.297360e-04,-7.357685e-04
1.251146e-04,-7.095595e-04
1.219844e-04,-6.918071e-04
1.169410e-04,-6.632046e-04
1.159367e-04,-6.575095e-04
1.149098e-04,-6.516858e-04
1.107784e-04,-6.282545e-04
1.049863e-04,-5.954064e-04
1.007304e-04,-5.712699e-04
9.875038e-05,-5.600410e-04
9.579436e-05,-5.432768e-04
9.544034e-05,-5.412687e-04
9.146860e-05,-5.187437e-04
8.712131e-05,-4.940891e-04
8.307560e-05,-4.711448e-04
8.134787e-05,-4.613466e-04
8.107926e-05,-4.598234e-04
7.919987e-05,-4.491646e-04
7.636997e-05,-4.331154e-04
7.337136e-05,-4.161094e-04
7.021521e-05,-3.982100e-04
6.954931e-05,-3.944337e-04
6.787628e-05,-3.849455e-04
6.692067e-05,-3.795258e-04
6.452562e-05,-3.659428e-04
6.439468e-05,-3.652004e-04
6.239955e-05,-3.538853e-04
6.009697e-05,-3.408267e-04
5.779643e-05,-3.277798e-04
5.715376e-05,-3.241350e-04
5.535905e-05,-3.139567e-04
5.350983e-05,-3.034693e-04
5.190009e-05,-2.943400e-04
5.009683e-05,-2.841132e-04
4.901235e-05,-2.779628e-04
4.818963e-05,-2.732969e-04
4.647155e-05,-2.635532e-04
4.506678e-05,-2.555864e-04
4.380924e-05,-2.484545e-04
4.235079e-05,-2.401832e-04
4.092577e-05,-2.321016e-04
3.963753e-05,-2.247955e-04
3.868844e-05,-2.194130e-04
3.764177e-05,-2.134770e-04
3.648671e-05,-2.069264e-04
3.551724e-05,-2.014282e-04
3.460213e-05,-1.962384e-04
3.358987e-05,-1.904976e-04
3.249374e-05,-1.842811e-04
3.139640e-05,-1.780578e-04
3.034776e-05,-1.721107e-04
2.933820e-05,-1.663852e-04
2.833723e-05,-1.607084e-04
2.734590e-05,-1.550863e-04
2.637870e-05,-1.496010e-04
2.543573e-05,-1.442532e-04
2.451461e-05,-1.390292e-04
2.361169e-05,-1.339086e-04
2.272327e-05,-1.288701e-04
2.185028e-05,-1.239191e-04
2.099433e-05,-1.190648e-04
2.015538e-05,-1.143068e-04
1.933301e-05,-1.096429e-04
1.852742e-05,-1.050742e-04
1.773887e-05,-1.006022e-04
1.696751e-05,-9.622750e-05
1.621336e-05,-9.195051e-05
1.547638e-05,-8.777093e-05
1.475656e-05,-8.368859e-05
1.405388e-05,-7.970349e-05
1.336834e-05,-7.581562e-05
1.269995e-05,-7.202498e-05
1.204869e-05,-6.833152e-05
1.141457e-05,-6.473525e-05
1.079759e-05,-6.123618e-05
1.019775e-05,-5.783430e-05
9.615042e-06,-5.452961e-05
9.049475e-06,-5.132212e-05
8.501047e-06,-4.821183e-05
7.969757e-06,-4.519873e-05
7.455605e-06,-4.228284e-05
6.958592e-06,-3.946413e-05
6.478717e-06,-3.674263e-05
6.015980e-06,-3.411832e-05
5.570382e-06,-3.159121e-05
5.141922e-06,-2.916129e-05
4.730601e-06,-2.682857e-05
4.336418e-06,-2.459305e-05
3.959373e-06,-2.245472e-05
3.599467e-06,-2.041359e-05
3.256700e-06,-1.846966e-05
2.931070e-06,-1.662292e-05
2.622579e-06,-1.487339e-05
2.331227e-06,-1.322104e-05
2.057012e-06,-1.166590e-05
1.799936e-06,-1.020795e-05
1.559999e-06,-8.847194e-06
1.337200e-06,-7.583638e-06
1.131539e-06,-6.417278e-06
9.430169e-07,-5.348115e-06
7.716330e-07,-4.376148e-06
6.173874e-07,-3.501378e-06
4.802802e-07,-2.723804e-06
3.603113e-07,-2.043427e-06
2.574807e-07,-1.460245e-06
1.717882e-07,-9.742595e-07
1.032337e-07,-5.854676e-07
5.181620e-08,-2.938642e-07
1.753042e-08,-9.941993e-08
